id,tara,ara,siz,sex,tsq1,sq1,,Q2,Q3,Q4,q4_1,q4_2,q4_3,q4_4,Q5_1,Q5_5,Q5_2,Q5_3,Q5_9,Q5_6,Q6,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,q10,q11,Q11,q13,Q12,aer,Q13,q17,Q14,Q15,q20_1,q20_2,q20_3,q20_4,q20_5,q20_6,q21_1,q21_2,q21_3,q21_4,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q23,q24,q25,q26,q27,Q18,q29,q30_1,q30_2,q30_3,q30_4,q30_5,q30_6,q30_7,q31_1,q31_2,q31_3,q31_4,q31_5,q32,Q19_1,Q19_2,Q19_3,Q19_4,Q20,q35_1,q35_2,q35_3,q35_4,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25_1,Q25_2,Q25_3,Q25_4,Q26_1,Q26_2,Q26_3,Q26_4,q42_1,q42_2,q42_3,q42_4,q43,q44_1,q44_2,q44_3,q44_4,q44_5,q44_6,q45_1,q45_2,q45_3,q45_4,q45_5,q45_6,q45_7,q45_8,q46,q47,q48,q49,q50,Q27,q52,q53,q54_1,q54_2,q54_3,td1,d1,d2,td3,d3,td4,td5,d5,d6,d7,d8,d9,wt
921,3,12,2,1,3,47,1968 ,1,1,2,1,3,1,2,2,1,2,4,3,3,3,1,1,2,2,2,2,3,2,2,1,1,1,2,3,4,5,3,1,4,2,2,2,4,3,2,2,2,2,1,1,1,2,2,1,1,1,3,2,2,4,1,1,1,4,3,1,2,3,1,2,3,3,3,3,3,3,3,2,1,3,2,3,2,1,3,1,1,2,2,2,1,3,3,3,3,3,3,3,2,2,2,2,1,4,4,4,1,2,2,2,3,2,2,2,3,3,3,3,2,8,2,2,2,4,4,2,3,4,4,6,2,3,4,2,4,10,3,3,3,12,0.81
922,3,12,2,1,3,40,1975 ,2,2,5,2,1,2,2,2,2,2,3,1,1,1,2,4,4,5,4,3,3,3,3,3,2,4,5,3,4,5,3,3,2,2,3,3,4,3,2,2,2,2,1,1,2,2,2,2,1,1,4,3,3,3,1,3,3,4,3,1,5,3,1,1,2,2,2,1,5,5,5,5,1,1,1,4,2,1,2,1,1,3,3,2,1,3,3,4,2,3,4,3,2,2,2,2,1,1,1,2,2,2,1,1,2,2,1,2,3,3,1,2,2,7,3,2,3,4,4,1,5,2,3,3,2,3,4,98,4,9,3,4,2,12,0.81
923,3,12,2,1,3,48,1967 ,4,3,6,3,3,3,3,2,2,1,3,2,2,5,3,4,5,5,5,5,5,5,3,3,1,5,2,3,3,3,3,2,3,3,3,3,4,3,2,2,2,2,1,1,1,2,2,1,2,1,3,3,2,3,2,3,2,2,2,3,2,2,1,1,2,2,2,3,3,3,2,3,1,3,3,4,2,4,3,3,1,1,1,1,1,1,1,1,4,4,4,4,2,2,2,2,4,4,4,4,2,2,5,1,1,1,1,1,1,1,1,3,3,7,3,4,3,4,4,1,3,1,4,6,2,2,3,98,1,3,3,4,1,12,0.81
924,3,12,2,2,3,46,1969 ,4,2,4,3,2,2,1,1,1,2,3,1,1,1,2,3,2,2,1,3,3,2,2,2,2,3,2,3,4,4,3,2,2,2,3,3,4,2,1,2,2,2,1,1,1,2,3,1,2,1,2,3,2,3,2,2,2,4,2,1,2,3,2,3,3,3,3,2,5,5,5,5,2,1,1,3,2,1,3,3,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,1,2,3,4,2,3,2,1,2,2,1,2,2,3,2,3,1,8,2,3,4,4,3,2,2,2,4,6,2,3,4,2,3,8,3,4,1,12,0.89
925,3,12,2,2,3,46,1969 ,3,2,2,1,1,1,1,2,2,2,4,2,1,5,3,2,1,2,2,3,2,4,2,1,2,2,2,2,3,4,2,1,2,2,2,2,3,2,2,2,2,2,1,1,1,1,2,1,1,1,5,1,1,3,3,2,2,3,4,2,2,3,3,3,3,3,3,2,4,4,4,4,2,2,2,3,2,1,2,1,1,2,4,3,1,3,3,3,2,3,3,3,2,2,2,2,2,3,3,4,2,2,2,1,1,2,1,1,2,1,1,3,1,9,2,3,2,4,4,4,4,4,4,8,2,3,4,2,4,10,1,2,1,12,0.89
926,3,12,2,2,3,45,1970 ,1,2,4,2,1,2,1,2,1,1,3,2,1,7,2,3,5,5,5,4,5,3,3,3,2,3,2,3,4,4,1,2,2,2,2,2,4,4,2,2,2,2,1,1,2,2,2,2,2,1,2,4,2,2,1,2,2,3,2,1,4,4,1,3,3,3,3,3,3,3,2,1,2,2,2,3,2,1,3,1,1,1,3,1,3,3,3,3,3,3,2,3,2,2,2,2,3,3,4,4,1,1,1,1,2,1,1,1,1,2,1,4,3,6,2,4,2,2,4,1,3,2,5,9,2,3,4,3,4,9,3,4,5,12,0.89
927,3,12,2,2,3,44,1971 ,3,2,3,2,1,2,2,2,1,2,4,2,1,4,3,3,4,5,5,5,4,4,3,3,2,3,2,2,3,3,3,2,3,2,3,3,4,2,2,1,1,2,1,1,2,2,2,2,1,1,4,2,2,3,3,3,3,4,1,2,3,3,2,3,3,2,4,2,3,4,3,3,1,3,3,4,3,1,4,3,1,1,1,3,1,2,3,3,2,2,2,2,1,1,1,1,4,2,3,2,4,5,1,2,3,1,2,3,2,3,2,2,2,7,2,2,3,2,2,2,3,4,4,6,2,3,4,2,4,11,4,4,4,12,0.89
928,3,12,2,2,3,45,1970 ,2,2,3,3,3,2,2,2,2,3,4,2,2,1,3,4,4,2,4,4,4,4,3,1,1,1,2,4,4,5,3,2,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,1,2,1,1,1,2,1,4,1,1,1,2,2,2,3,3,3,2,1,2,2,3,2,3,3,1,1,2,2,2,3,3,3,3,2,3,3,3,1,2,2,2,1,2,2,3,2,2,2,1,2,1,1,1,1,1,1,3,2,6,2,3,2,4,3,2,3,3,5,9,2,3,4,1,3,8,3,3,2,2,0.89
929,3,12,2,1,4,58,1957 ,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,3,3,2,3,3,2,2,2,2,3,3,2,2,2,2,3,3,4,3,2,1,1,2,1,1,2,1,1,1,2,2,3,2,2,2,2,4,2,3,1,2,1,3,1,2,3,3,3,3,2,3,4,3,1,3,2,4,3,1,3,1,1,2,3,2,1,2,4,4,3,3,3,3,3,3,3,3,1,2,3,3,2,4,2,2,3,2,1,2,2,3,2,3,1,7,3,2,2,4,3,2,3,2,4,6,2,2,3,98,4,10,3,4,2,12,0.77
930,3,12,2,1,4,56,1959 ,1,2,4,1,1,2,2,2,1,2,4,2,1,1,1,1,4,4,5,5,3,2,1,1,1,1,1,4,3,5,3,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,4,2,1,1,1,2,2,1,2,1,1,4,1,4,4,3,4,2,3,3,2,1,2,2,2,3,3,1,3,2,1,1,3,3,1,3,3,2,1,3,3,3,1,1,3,3,2,1,1,4,2,2,2,1,3,3,2,1,2,2,1,3,1,6,1,3,5,1,2,1,3,4,4,6,2,3,4,3,4,10,4,5,2,1,0.77
931,3,12,2,1,4,54,1961 ,3,3,6,4,4,3,3,3,3,3,3,3,3,5,2,3,3,3,3,3,3,3,3,3,2,3,4,3,4,4,4,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,4,3,3,2,3,3,3,2,2,3,1,4,2,3,3,3,3,2,4,4,4,4,1,2,2,3,3,1,3,2,1,1,2,1,1,3,3,3,3,3,3,3,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,3,2,4,4,2,2,3,3,3,3,2,2,3,1,1,4,3,3,1,12,0.77
932,3,12,2,1,4,53,1962 ,4,3,6,3,2,2,2,2,2,3,4,3,3,1,3,4,5,5,5,5,5,5,3,3,1,3,2,3,3,5,3,3,4,4,3,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,3,3,3,3,3,2,1,1,2,2,2,1,3,1,1,1,4,3,3,3,2,1,3,3,2,2,1,4,1,3,3,2,4,3,3,4,3,4,4,4,4,2,3,3,3,1,5,3,4,2,2,2,1,3,1,1,1,2,2,2,2,2,6,4,2,3,2,3,3,2,2,4,6,2,3,4,3,3,7,4,5,2,11,0.77
933,3,12,3,1,4,59,1956 ,2,2,3,2,2,2,2,2,2,1,4,2,2,1,3,3,5,5,5,5,5,5,1,1,2,4,1,3,3,4,1,3,4,4,3,3,4,4,1,1,2,2,1,1,2,2,2,1,2,1,1,3,2,3,2,2,2,4,1,2,4,2,1,2,1,1,1,3,4,4,4,2,1,3,2,4,2,3,2,1,1,2,4,2,1,2,3,3,3,3,3,3,2,2,2,2,1,2,3,3,2,2,2,1,2,1,1,1,3,2,1,3,3,4,2,3,3,4,3,2,4,3,2,2,2,1,2,3,2,5,4,5,1,12,0.77
934,3,12,2,1,4,50,1965 ,2,2,2,2,3,2,2,3,2,2,4,2,2,1,1,3,2,4,4,4,3,3,1,1,1,2,2,2,3,4,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,3,3,2,2,3,2,3,3,3,4,3,2,3,3,3,3,2,4,4,3,3,1,3,3,3,2,1,4,1,1,1,1,1,1,3,1,3,1,2,2,2,1,2,1,2,1,2,3,3,2,2,2,2,3,2,2,2,2,3,2,2,1,9,3,2,2,2,2,2,3,2,1,1,2,2,3,2,4,9,4,4,2,12,0.77
935,3,12,2,2,4,57,1958 ,1,2,3,3,3,2,2,2,1,1,4,2,1,1,1,2,4,5,1,4,4,4,3,3,2,4,2,3,4,3,3,1,2,1,1,1,4,3,2,2,2,2,1,1,1,1,1,1,1,1,4,3,1,2,5,2,1,2,2,1,2,3,1,1,1,1,1,2,4,5,5,1,2,2,1,4,4,2,3,4,1,1,1,1,1,1,1,1,3,3,3,4,1,1,1,1,2,2,2,2,2,1,1,1,2,1,2,1,3,2,2,3,1,8,1,2,3,4,2,1,4,3,5,9,2,3,4,2,2,5,4,4,1,2,0.89
936,3,12,3,2,4,52,1963 ,2,2,3,3,2,3,1,2,2,1,1,1,1,2,3,4,5,5,5,5,5,5,1,1,2,3,2,4,4,5,2,2,4,4,3,2,4,2,2,1,1,2,1,1,1,1,1,1,2,2,3,1,1,3,1,2,2,4,1,2,1,2,1,2,2,3,4,1,5,5,3,4,1,3,3,3,3,3,2,1,1,3,4,3,3,2,3,3,3,3,4,3,1,2,2,2,4,3,3,3,4,4,3,1,3,4,4,4,4,4,4,4,2,5,2,3,3,2,3,2,3,3,5,9,2,1,2,1,4,9,3,4,1,12,0.89
937,3,12,2,2,4,53,1962 ,4,4,6,3,3,3,3,3,3,3,3,2,1,3,4,4,5,4,5,5,5,5,2,3,1,4,4,3,3,4,3,2,4,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,4,3,3,3,3,4,3,2,2,2,3,3,1,3,3,3,3,4,2,2,1,1,3,4,3,2,3,1,4,1,2,3,2,2,3,3,3,3,3,3,3,3,2,2,2,2,4,3,3,3,3,3,3,2,2,1,1,1,1,1,1,3,3,5,3,3,4,4,4,1,3,3,5,9,2,2,3,3,3,7,5,4,1,12,0.89
938,3,12,2,2,4,52,1963 ,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,5,5,5,4,4,4,1,1,1,2,2,3,3,4,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,3,3,2,4,3,1,2,1,2,2,3,3,4,4,4,1,99,1,99,99,3,3,1,1,2,2,3,1,3,3,3,2,2,3,3,1,2,2,2,4,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,7,2,3,4,2,3,2,2,3,3,3,4,2,3,2,4,11,3,4,1,12,0.89
939,3,12,2,2,4,50,1965 ,2,2,4,1,1,1,1,1,2,1,3,1,1,3,2,3,3,3,4,3,3,2,2,1,3,2,5,3,3,3,3,2,2,3,2,3,4,3,2,2,2,2,1,1,2,1,3,2,2,1,1,2,2,2,2,2,2,3,2,2,2,3,1,2,1,1,2,2,5,5,5,4,1,2,1,3,2,1,3,1,1,1,2,1,1,1,1,1,3,3,3,3,1,1,1,1,2,2,3,3,2,1,1,1,3,2,1,1,3,3,2,2,1,9,3,3,3,2,4,1,4,2,4,6,2,3,5,2,4,11,3,3,1,12,0.89
940,3,12,2,1,5,67,1948 ,1,2,2,2,2,2,2,2,1,1,4,2,2,5,2,3,5,4,3,3,3,4,3,2,1,3,2,2,3,2,2,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,2,1,2,1,3,2,2,3,2,3,1,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,2,3,3,3,2,1,3,4,1,2,2,2,1,2,3,4,2,3,3,3,1,1,1,1,4,2,3,3,2,2,2,2,2,2,1,2,2,2,2,3,2,6,2,3,4,4,3,2,3,2,3,5,2,2,3,98,2,5,5,5,1,12,0.83
941,3,12,2,1,5,67,1948 ,1,1,3,2,2,2,1,2,2,1,3,2,3,5,2,3,4,2,2,4,3,4,3,2,2,2,1,3,3,4,2,3,4,3,2,4,4,4,2,2,1,2,1,1,1,1,1,1,3,1,1,1,2,2,2,3,3,2,4,3,2,3,1,2,1,2,2,3,3,3,2,2,1,3,2,3,2,1,2,1,1,2,3,2,1,2,3,2,3,3,3,3,1,1,1,1,1,5,5,5,5,5,2,1,3,1,2,2,3,2,2,3,1,8,3,4,3,4,2,2,3,2,2,2,2,1,1,2,1,4,4,5,1,12,0.83
942,3,12,2,1,5,66,1949 ,1,2,3,3,3,2,2,2,3,2,4,3,2,1,1,3,3,2,2,3,3,4,1,1,2,4,2,3,3,3,3,2,3,4,2,4,4,4,2,2,2,2,1,1,2,2,2,2,2,1,3,3,2,3,2,2,2,2,3,3,4,3,1,2,3,3,3,2,4,4,4,3,2,3,2,3,3,3,3,1,1,2,3,3,1,2,3,3,2,3,3,3,2,2,3,3,1,5,3,2,2,2,2,1,2,1,1,1,3,2,1,3,2,7,3,3,3,4,3,3,3,3,3,5,2,1,2,2,1,4,5,5,1,12,0.83
943,3,12,3,1,5,69,1946 ,1,2,3,2,2,2,2,2,2,2,4,4,2,1,3,4,5,5,5,3,5,5,3,1,1,2,1,3,3,4,2,2,4,3,3,4,4,4,2,2,2,2,1,1,1,2,2,1,1,1,3,3,2,2,2,2,2,4,2,2,4,2,1,4,3,3,3,3,4,4,4,4,2,2,3,3,2,1,3,1,1,2,2,2,1,2,3,2,1,99,99,99,1,1,2,2,1,2,3,5,2,2,2,1,2,1,1,1,2,2,1,4,2,5,2,2,3,4,3,2,3,3,1,1,2,2,3,98,1,4,3,6,1,12,0.83
944,3,12,2,2,5,66,1949 ,1,1,2,1,1,1,1,1,2,2,4,1,2,1,1,1,4,4,3,3,3,2,3,3,1,2,1,1,3,4,2,2,3,2,3,3,4,2,2,2,2,2,1,1,2,2,3,1,2,1,1,1,1,2,2,1,1,2,3,3,2,3,2,2,2,2,2,2,3,3,3,2,2,2,2,3,3,1,3,1,1,1,3,1,1,3,3,3,3,3,3,3,1,1,2,2,2,1,3,4,1,2,1,2,3,1,2,2,3,3,2,2,2,8,2,3,3,4,3,2,3,3,5,9,2,1,2,2,1,2,5,5,3,12,0.79
945,3,12,3,2,5,61,1954 ,2,2,4,3,3,3,3,2,1,2,4,2,2,3,3,3,5,3,5,5,5,5,1,1,3,4,2,4,3,4,3,2,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,1,2,1,1,3,3,4,2,3,3,3,3,3,4,2,1,2,3,3,3,3,3,3,3,2,3,3,3,3,2,1,1,4,1,1,1,1,1,2,3,3,2,3,3,3,1,1,2,2,1,2,5,2,2,2,2,1,2,1,1,1,1,1,1,3,2,8,3,3,3,2,3,4,3,4,2,2,2,1,1,2,3,7,4,4,1,12,0.79
946,3,12,2,2,5,64,1951 ,2,2,3,2,2,2,1,2,2,2,3,2,2,3,2,2,4,3,2,4,4,4,3,3,2,3,2,3,2,3,2,2,4,4,4,4,4,4,2,2,1,2,1,1,1,2,2,1,2,1,4,3,2,3,5,2,2,3,4,3,2,3,1,2,1,2,2,3,3,3,3,2,1,3,2,3,2,1,2,1,1,2,2,2,1,3,3,2,2,2,2,2,1,1,1,1,4,5,5,2,2,5,2,1,2,2,2,2,3,2,2,3,1,8,2,3,3,4,3,1,2,2,2,2,2,2,3,4,4,9,3,3,1,12,0.79
947,3,12,2,2,5,66,1949 ,2,2,3,3,2,3,2,3,2,2,3,2,2,1,3,4,5,4,5,5,5,5,2,2,1,4,4,4,4,3,4,2,4,3,4,4,4,3,2,2,2,2,1,1,1,1,1,1,2,1,3,3,3,3,2,2,2,2,2,4,2,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,2,1,3,2,1,1,2,2,3,3,3,3,3,3,3,3,1,1,1,1,4,3,3,5,3,5,3,2,2,2,1,1,2,2,2,3,2,4,2,3,3,4,3,3,2,2,3,5,4,1,2,98,3,7,3,3,1,12,0.79
948,3,12,2,1,5,70,1945 ,1,1,3,1,2,2,1,2,3,2,3,1,3,1,1,2,4,5,2,4,4,4,2,2,2,2,2,1,2,2,2,2,1,1,2,3,3,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,3,1,2,1,4,2,3,3,3,2,2,1,2,3,2,4,4,3,3,1,2,2,4,3,3,2,1,2,2,4,2,3,2,3,2,4,4,4,4,1,1,4,3,1,2,3,4,1,1,1,1,2,1,1,1,2,2,2,3,1,5,2,2,4,2,4,1,3,2,6,12,2,3,4,2,2,6,4,4,1,12,0.83
949,3,12,2,2,5,72,1943 ,1,1,6,2,2,2,1,2,1,2,4,3,2,5,2,4,3,5,4,4,3,2,3,2,2,3,5,3,3,5,2,1,4,4,4,4,4,3,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,2,3,2,1,3,3,1,1,3,1,2,2,2,2,4,2,3,1,1,2,3,1,2,2,1,3,2,1,2,2,2,1,2,3,2,1,2,4,3,1,2,4,3,4,2,4,4,1,2,2,1,1,2,1,1,2,2,1,2,1,7,2,2,3,4,2,4,5,2,5,9,2,1,1,2,1,2,5,5,1,12,0.79
950,3,12,3,2,5,70,1945 ,1,2,6,3,3,3,3,2,2,2,3,2,2,1,3,4,5,5,5,5,5,5,3,3,1,3,2,3,4,4,3,2,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,1,1,4,1,3,3,3,2,2,4,2,2,2,2,2,1,4,4,4,4,3,3,3,3,2,3,3,3,3,3,1,3,2,1,2,3,2,1,2,3,3,2,3,3,3,2,3,3,3,1,5,5,2,2,2,2,2,3,1,1,1,2,1,1,4,2,7,3,4,3,2,3,2,2,4,5,9,2,1,1,1,1,3,5,5,1,12,0.79
951,3,13,2,1,1,22,1993 ,4,4,6,2,2,2,2,2,2,2,2,2,2,3,3,4,4,3,3,4,4,4,1,1,2,4,4,3,3,3,2,2,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,1,2,2,3,2,3,4,3,3,3,3,3,4,5,2,3,3,3,3,3,4,4,3,3,3,3,3,3,3,1,3,3,1,2,2,2,4,4,4,4,3,3,3,3,2,2,2,2,4,5,5,5,5,5,5,1,1,1,1,2,2,2,1,4,2,6,2,2,2,4,99,2,2,2,4,6,1,3,5,2,4,9,4,2,3,13,0.95
952,3,13,2,1,1,26,1989 ,2,2,4,2,2,2,2,2,2,1,3,2,2,2,3,3,3,3,3,3,3,3,2,1,3,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,4,3,1,3,3,2,1,2,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,2,3,2,2,2,2,2,1,1,1,3,4,98,4,12,4,5,2,13,0.95
953,3,13,2,2,1,21,1994 ,3,4,3,2,3,2,2,2,2,1,3,2,3,3,2,3,4,4,3,4,4,4,2,2,2,3,4,3,3,3,4,2,3,3,4,4,4,4,2,2,2,2,3,2,2,3,3,2,2,2,2,2,3,2,4,2,3,3,3,2,2,3,3,2,3,3,4,3,2,2,2,2,2,3,3,2,2,1,2,2,1,2,2,2,1,2,2,1,3,3,3,3,2,3,3,2,1,3,3,3,3,5,3,2,3,3,2,2,2,2,2,2,3,6,2,2,3,4,3,2,4,3,4,6,1,2,3,98,4,9,3,4,2,13,0.81
954,3,13,2,1,2,39,1976 ,3,2,2,2,3,4,2,2,3,3,3,3,2,3,2,3,3,4,1,3,5,5,3,3,1,3,1,2,3,4,2,2,1,1,2,3,3,3,2,2,2,2,1,1,1,2,1,1,3,1,1,2,2,3,2,3,4,3,2,2,2,3,2,2,3,3,3,3,3,3,3,2,2,2,2,3,2,1,2,1,2,2,3,2,1,3,3,3,3,3,4,3,3,3,3,3,1,2,3,3,2,2,2,1,2,1,2,2,2,2,2,3,3,3,3,2,2,4,4,1,2,2,4,6,2,2,3,98,3,8,3,4,2,13,0.92
955,3,13,2,2,1,25,1990 ,3,2,5,2,2,2,2,2,2,1,3,2,1,1,4,4,5,5,2,5,5,5,3,2,1,3,2,4,4,4,4,1,4,2,4,4,4,4,2,2,2,2,1,1,1,2,1,1,1,1,4,4,3,3,5,3,4,2,2,2,5,3,3,3,3,3,3,3,3,3,3,2,1,3,2,3,2,1,3,4,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,4,2,4,3,2,2,2,1,2,1,1,1,2,2,1,4,3,3,2,2,3,4,4,3,3,3,6,10,1,3,4,98,4,11,4,4,6,13,0.81
956,3,13,2,1,2,36,1979 ,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,3,2,2,3,3,4,3,2,4,2,4,4,4,4,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,3,2,2,2,4,3,1,5,3,2,2,2,2,2,1,4,4,4,4,1,4,1,4,2,1,3,1,1,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,4,1,4,2,1,1,1,1,1,1,2,1,3,1,7,2,3,3,4,4,1,4,1,4,8,2,3,5,2,2,6,3,4,3,13,0.92
957,3,13,2,2,2,31,1984 ,1,1,4,1,1,2,1,1,1,1,3,1,1,2,2,2,5,5,5,4,4,4,1,1,1,4,2,3,3,4,4,1,4,4,4,3,3,3,2,2,2,2,1,1,1,1,1,1,2,2,4,4,2,3,2,2,3,2,2,1,3,3,1,3,2,2,2,3,3,3,3,3,1,1,2,3,2,1,3,1,1,3,3,2,3,3,3,3,3,3,3,3,1,1,2,2,4,5,5,5,1,5,1,1,3,2,2,2,2,3,1,3,1,8,2,3,3,4,3,1,2,4,4,6,1,3,4,98,2,5,3,3,4,13,0.82
958,3,13,2,2,2,33,1982 ,4,3,6,3,2,2,2,2,3,2,3,2,1,2,4,4,3,3,3,3,3,3,2,2,1,4,5,3,4,3,3,1,4,3,4,4,4,4,2,2,1,2,1,1,1,1,1,1,2,1,4,4,3,3,5,3,3,4,3,2,3,5,3,3,4,4,5,3,3,3,2,2,2,3,3,3,2,2,3,4,3,3,4,3,3,3,4,3,3,3,3,3,2,2,2,2,4,5,5,5,5,5,5,1,3,2,1,1,1,2,1,3,2,7,2,3,3,4,3,3,1,3,4,6,1,3,4,98,4,12,4,2,2,13,0.82
959,3,13,2,1,3,41,1974 ,1,2,1,2,2,2,2,1,1,1,3,1,1,5,1,4,1,2,2,2,4,4,3,3,2,2,2,4,3,4,4,1,2,2,2,2,4,2,2,2,2,2,1,1,1,3,3,3,2,1,3,2,2,4,1,1,1,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,1,2,2,4,1,3,3,1,1,1,1,1,1,2,1,2,3,3,3,3,1,1,1,1,1,1,4,4,1,1,1,2,2,1,1,1,2,2,1,4,1,4,2,3,2,4,4,1,3,2,4,6,2,3,4,98,2,6,5,6,5,13,0.82
960,3,13,2,1,3,41,1974 ,5,4,5,4,1,1,1,1,1,1,4,1,1,1,3,3,5,5,1,2,5,5,3,3,1,4,2,3,3,4,3,2,4,1,4,4,4,1,2,2,2,2,1,1,1,1,1,1,3,1,1,4,2,3,2,3,3,3,3,3,3,3,1,1,1,1,1,4,3,3,3,3,1,2,2,2,3,1,4,1,1,1,1,1,1,2,1,2,4,4,4,4,1,1,1,1,4,1,3,1,1,1,1,1,2,2,1,1,1,3,1,4,1,8,2,1,3,4,4,1,4,1,2,2,2,3,4,98,4,10,2,3,1,13,0.82
961,3,13,2,2,3,40,1975 ,3,2,5,3,3,2,3,2,2,1,2,1,1,1,1,3,3,1,3,4,4,4,3,3,3,3,2,2,2,4,1,1,3,3,3,3,3,3,2,2,2,2,4,3,4,4,4,4,1,1,2,2,2,2,2,2,1,2,1,2,4,2,2,2,1,1,1,3,3,3,2,3,1,2,2,3,2,2,3,1,1,1,2,1,1,2,3,2,3,3,3,3,2,2,2,2,4,2,2,2,1,2,2,1,2,2,2,1,2,2,1,4,1,5,3,3,2,2,3,3,3,2,3,3,2,2,3,1,4,9,3,2,2,13,0.83
962,3,13,2,2,3,46,1969 ,3,2,4,1,1,1,1,1,2,1,4,1,1,1,2,3,4,2,4,5,2,2,2,2,1,5,1,2,3,3,1,2,3,2,3,2,4,4,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2,3,1,2,2,3,1,1,5,3,1,3,3,4,4,3,4,4,3,5,2,1,3,2,2,1,3,2,1,1,3,1,1,1,3,4,1,1,3,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,6,3,2,2,2,4,1,2,2,5,9,2,2,3,98,4,9,3,4,2,13,0.83
963,3,13,2,1,4,52,1963 ,1,2,3,4,3,3,3,2,2,2,1,1,1,1,1,2,1,1,5,5,3,5,1,1,2,5,5,4,4,4,3,2,4,2,3,3,4,3,2,2,2,2,1,1,1,1,1,1,1,1,5,3,3,4,3,3,2,5,3,1,1,3,1,2,2,2,2,3,3,3,3,3,1,2,2,2,2,3,2,1,3,2,4,3,3,3,3,3,2,2,4,2,4,3,4,3,1,2,2,5,2,5,5,1,1,2,1,1,1,1,2,4,3,4,2,4,3,4,4,1,3,2,4,6,2,3,4,98,3,8,3,6,4,13,0.82
964,3,13,2,1,4,59,1956 ,1,1,2,3,2,3,3,2,3,3,3,3,3,1,2,3,3,3,3,3,2,1,2,2,2,3,2,3,2,3,4,2,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,1,3,4,3,3,3,2,2,1,4,1,3,5,3,1,2,2,2,2,3,3,2,2,2,1,3,3,4,2,1,3,3,1,2,4,2,1,3,3,3,1,4,4,4,1,3,3,3,1,5,5,5,3,5,3,2,3,1,1,2,1,1,1,2,2,7,2,2,3,4,3,2,4,3,1,1,2,1,1,98,1,4,3,5,2,13,0.82
965,3,13,2,1,4,57,1958 ,1,1,2,2,2,1,1,1,1,2,3,2,2,2,3,4,4,4,4,4,4,4,3,3,1,2,2,4,4,5,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,1,2,1,1,1,1,1,2,4,4,4,5,1,3,2,2,1,3,3,1,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,4,2,3,3,1,2,2,1,1,1,1,1,1,1,1,4,3,6,1,3,4,4,4,5,1,2,3,4,2,1,1,1,4,9,2,4,1,13,0.82
