id,ara,siz,sex,age,Q2,Q3,Q4,a15,a16,a17,a18,Q5_1,Q5_5,Q5_2,Q5_3,Q5_9,Q6,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,a34,Q11,Q12,a37,a39,a41,Q13,Q14,Q15,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,Q18,a67,a68,Q19_1,Q19_2,Q19_3,Q19_4,Q20,a74,a75,a76,a77,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25_1,Q25_2,Q25_3,Q25_4,Q26_1,Q26_2,Q26_3,Q26_4,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,Q27,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,mar,rel,edc,job,inc,b57,b58,b59,b60
972,10,3,2,38,3,2,3,4,2,3,3,2,2,2,3,3,3,2,2,4,5,2,4,4,4,2,1,2,2,5,4,3,3,2,4,3,2,4,4,4,2,2,2,2,1,1,1,1,1,1,2,3,5,1,3,3,3,3,3,2,2,2,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,5,5,5,1,1,2,1,3,1,1,1,1,2,3,3,3,3,3,2,2,2,2,3,2,3,3,2,2,3,2,98,4,6,3,4,5,3,8
973,10,2,2,35,3,2,5,3,2,2,2,3,2,2,3,2,1,2,2,4,4,2,4,4,4,2,1,2,5,8,3,3,2,3,4,2,3,4,3,4,2,2,2,2,1,1,1,2,2,2,3,3,3, ,3,3,3,3,3,3,2,1,3,3,2,3,3,4,1,1,2,3,3,1,3,2,3,1,3,4,3,2,3,2,5,2,5,2,2,2,2,5,1,1,1,1,2,2,3,2,3,2,2,3,3,3,2,3,2,3,4,4,1,2,2,3,9,3,3,4,6,10
974,10,2,2,37,1,2,2,3,2,2,2,2,1,2,2,2,3,1,2,4,5,2,3,4,4,1,1,2,4,7,3,3,1,3,3,2,3,3,3,3,2,2,2,2,1,1,1,2,2,2,3,3,2, ,3,3,3,3,3,2,2,1,2,2,3,3,3,3,1,1,2,2,2,1,2,2,3,2,3,3,3,1,3,3,2,2,2,2,1,2,1,3,1,1,1,1,2,2,2,2,4,2,1,3,3,3,2,3,3,3,4,5,1,2,2,3,3,3,3,4,2,10
975,10,2,2,37,3,2,2,2,2,2,2,2,2,1,3,1,1,1,3,3,4,2,4,4,5,2,1,2,1,7,3,2,3,2,4,3,3,4,4,3,2,2,1,2,1,1,1,1,1,2,2,3,3, ,3,3,3,3,3,2,2,1,2,2,3,2,1,3,1,1,2,3,3,1,3,3,3,3,3,1,1,1,3,1,5,5,5,5,5,5,2,3,2,1,1,1,2,2,2,3,3,3,2,3,3,3,2,3,3,4,4,4,3,2,98,3,9,2,3,4,1,9
976,10,2,1,40,1,2,2,3,2,1,2,1,2,2,1,1,3,2,2,3,2,1,4,4,1,2,2,2,2,7,3,3,2,3,3,2,2,4,4,4,2,2,1,2,2,1,2,2,1,1,2,2,4,1,4,3,2,4,4,4,4,1,2,1,3,2,2,2,1,2,2,2,2,4,3,2,2,2,3,3,3,2,1,1,1,2,1,1,1,5,2,3,1,1,1,2,2,3,2,1,2,4,3,1,1,1,1,3,3,2,5,5,1,2,3,4,2,4,4,4,2,10
977,10,2,1,49,1,2,2,2,2,2,2,2,2,2,3,2,3,2,3,5,5,2,3,3,4,2,1,1,4,7,2,3,3,3,3,2,3,3,3,3,2,2,2,2,1,1,1,2,2,2,3,3,5,1,3,3,3,3,3,2,2,1,2,2,3,3,4,3,1,1,2,2,2,1,3,2,2,2,3,3,3,1,3,3,2,1,1,2,1,2,1,4,1,1,2,2,2,2,2,2,4,3,1,3,3,3,2,2,2,2,4,4,2,2,2,3,4,3,4,4,6,1
978,10,2,1,46,1,2,3,2,2,2,2,2,2,1,2,2,1,1,1,4,5,3,4,4,4,2,1,2,4,8,4,4,1,3,3,2,1,2,2,2,2,2,2,2,1,1,1,2,2,4,3,3,3, ,3,3,2,4,4,4,4,1,3,2,3,3,3,4,1,1,3,3,3,1,3,2,4,2,3,3,3,3, ,3,3,3,2,2,2,2,2,3,1,1,1,1,1,1,2,3,2,3,1,4,3,3,1,1,4,4,5,5,2,2,2,3,6,4,3,3,2,10
979,10,3,1,42,1,2,3,2,1,1,1,1,2,3,3,1,3,2,3,5,5,4,4,3,3,3,1,4,2,7,3,4,2,3,4,3,3,4,4,3,2,2,2,2,2,1,1,3,3,4,3,2,3, ,3,2,3,3,3,2,2,1,3,3,4,3,1,2,1,2,2,2,1,1,3,4,4,3,4,4,4,1,2,3,2,4,4,1,1,1,1,3,2,1,2,3,3,4,3,3,4,3,3,2,2,2,1,1,1,3,5,5,3,2,3,4,2,6,3,4,3,10
980,10,3,1,44,2,2,3,2,2,2,3,2,1,1,3,2,1,1,2,4,4,1,4,3,2,1,3,2,1,5,4,3,2,3,4,1,1,2,3,4,2,2,2,2,1,1,1,1,1,3,3,3,4,1,3,3,3,4,4,2,3,2,2,3,4,2,4,3,1,2,2,2,2,3,3,3,3,4,4,4,4,1,3,1,1,3,3,2,2,3,1,2,1,2,1,1,1,2,3,1,4,3,2,2,2,2,1,2,3,4,3,4,2,2,2,4,2,4,3,3,1,10
981,10,2,2,40,3,2,3,3,3,2,2,2,2,1,4,2,1,3,3,4,4,3,3,4,4,3,1,2,4,8,3,3,3,3,4,2,3,4,4,4,2,2,2,2,2,1,2,2,2,2,3,1,3, ,2,2,3,3,3,3,2,1,3,2,3,2,1,3,1,1,2,1,2,1,1,1,3,3,3,3,3,1,3,1,2,2,5,2,5,2,2,5,2,1,2,1,2,3,3,3,3,3,2,3,4,2,2,2,4,5,5,4,3,2,2,3,9,3,4,5,1,9
982,10,3,2,43,1,2,2,2,2,2,2,2,1,3,2,1,2,1,2,1,1,1,2,1,4,2,1,1,1,4,4,4,1,1,4,3,4,4,4,3,2,2,2,2,1,1,1,1,1,1,1,3,1, ,2,3,3,4,4,2,5,1,4,1,4,1,2,3,1,2,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,4,3,1,2,1,1,1,3,1,1,4,2,2,2,1,3,5,3,4,4,2,10
983,10,2,2,40,2,2,3,2,2,2,1,2,2,2,2,2,1,3,3,4,3,2,3,5,4,2,1,2,4,8,3,3,2,3,4,2,3,4,3,4,2,2,2,2,1,1,1,2,2,1,3,3,3, ,2,3,3,3,3,2,2,1,2,2,3,3,1,4,1,1,2,2,2,1,3,2,3,2,3,3,3,2,3,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,3,2,3,3,3,2,2,2,2,4,4,2,2,2,4,2,3,4,4,2,10
984,10,2,2,45,3,2,6,3,2,3,3,3,1,3,3,3,1,3,4,4,4,4,5,4,5,2,1,1,2,6,3,3,2,1,4,3,3,4,4,3,2,2,1,2,1,1,1,2,1,3,2,2,4,1,3,3,3,4,4,2,1,3,3,4,2,2,1,2,1,2,4,1,2,3,3,1,4,2,3,2,2,1,3,3,2,2,3,2,2,2,2,2,1,1,1,1,3,2,3,3,4,3,3,2,2,2,3,4,4,3,2,4,3,2,3,2,9,3,4,5,2,10
985,10,2,2,41,3,3,5,1,2,1,2,2,1,1,3,1,3,2,3,2,2,4,5,4,4,1,1,2,1,8,3,4,3,1,4,3,3,3,4,3,2,2,1,2,1,1,1,2,2,1,2,3,4,1,3,2,2,4,4,2,1,2,3,3,2,3,2,2,1,1,2,2,1,4,4,4,4,2,2,2,2,3, ,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,3,2,1,2,2,2,1,1,1,1,4,4,2,2,1,3,1,6,2,3,2,10
986,10,2,1,53,3,2,4,1,2,2,2,2,1,1,4,2,1,3,4,5,5,5,3,4,4,2,1,1,2,6,4,4,2,4,4,1,1,2,2,2,1,1,2,2,1,1,1,1,2,3,4,1,2, ,2,2,3,4,4,4,4,1,3,2,3,2,1,2,1,1,2,3,3,1,1,4,3,4,4,4,4,1,4,3,2,2,4,3,5,2,1,4,2,2,2,2,2,2,3,1,1,3,1,1,2,1,1,1,2,4,5,5,3,2,3,3,6,5,2,3,1,10
987,10,2,1,50,3,2,3,2,2,2,1,2,2,1,2,1,1,3,3,4,5,3,3,3,3,3,1,2,3,8,4,4,3,2,3,1,1,2,4,3,2,2,2,2,1,1,2,2,2,2,2,3,4,4,4,4,2,4,4,4,4,1,3,3,3,3,3,4,1,1,2,1,4,1,3,3,3,2,3,4,4,1,3,3,3,3,3,3,3,2,1,4,1,1,1,1,2,2,2,3,4,4,2,4,4,3,2,2,2,3,4,4,2,5,1,2,5,2,4,5,2,12
988,10,3,1,54,1,1,2,1,2,2,1,2,1,1,3,2,1,2,3,4,2,5,2,4,3,1,1,2,5,6,2,2,1,2,2,2,2,1,4,3,2,2,2,2,1,1,1,2,2,2,2,2,3, ,2,3,3,3,3,1,3,1,2,3,3,1,4,4,1,1,2,2,2,1,3,4,4,1,2,2,2,1,2,1,2,2,2,3,3,2,1,3,1,1,1,1,1,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,1,2,3,3,3,4,3,4,2,10
989,10,3,2,56,2,2,5,3,2,3,3,2,2,2,3,2,1,3,4,4,4,3,4,4,4,1,1,4,1,7,3,3,3,1,4,3,4,4,4,4,2,2,1,2,1,2,2,2,2,2,2,3,5,3,4,3,3,2,2,1,1,2,3,3,3,2,1,3,1,1,1,2,2,3,3,3,3,3,3,3,3,3, ,1,3,3,5,3,5,2,1,3,1,2,1,1,2,3,2,3,4,4,2,3,3,3,1,2,3,3,5,5,2,5,2,1,9,3,4,4,1,10
990,10,2,2,51,1,2,4,3,3,3,2,3,2,1,3,2,3,1,2,2,3,2,3,3,4,2,1,1,5,8,3,3,1,2,4,1,2,4,3,4,2,2,2,2,1,1,1,2,2,2,2,2,3, ,2,3,2,4,4,3,3,2,2,2,3,2,1,4,1,1,3,2,3,1,3,3,3,2,3,3,3,1,3,3,3,3,2,1,2,1,1,3,2,1,2,1,2,2,3,3,3,4,1,3,4,3,1,2,2,4,5,5,1,2,1,2,5,4,3,3,1,10
991,10,2,2,51,3,2,3,1,2,2,1,2,1,1,2,2,1,3,3,4,5,4,3,4,4,3,1,1,3,7,4,4,3,2,4,3,3,4,4,4,2,2,2,2,2,1,1,2,2,2,2,1,4,4,3,3,3,3,3,2,2,2,3,3,3,3,1,3,1,1,2,1,2,1,3,4,4,3,3,3,3,1,2,1,5,5,5,2,5,2,1,3,2,2,2,1,2,3,3,3,4,3,2,2,3,2,1,2,2,4,5,5,3,2,1,2,9,3,4,5,1,12
992,10,3,1,60,2,2,4,3,2,2,2,2,1,2,3,2,3,3,3,4,4,4,4,4,3,3,1,4,1,7,3,3,2,2,2,2,3,4,3,3,2,2,2,2,1,2,2,2,2,2,2,3,4,1,3,3,3,4,4,4,4,2,3,3,3,1,1,3,1,1,1,1,1,1,1,2,2,2,3,3,3,2,3,3,2,3,3,3,2,5,2,3,1,2,3,1,2,3,2,2,4,4,1,2,3,3,1,3,2,1,4,4,1,2,98,3,1,4,3,4,1,10
993,10,2,2,62,3,3,6,3,3,3,3,2,1,1,3,1,1,2,3,3,3,2,3,3,3,3,1,2,2,9,3,3,2,3,4,4,4,4,4,3,2,2,1,2,1,2,1,2,2,1,3,3,4,1,3,3,3,3,3,1,1,1,3,3,3,2,1,3,1,1,4,2,3,1,4,2,2,1,1,1,1,2,3,3,5,5,5,5,5,5,1,5,2,2,1,2,3,3,3,3,4,3,2,3,3,3,1,1,1,2,4,5,2,2,98,1,9,1,3,4,2,9
994,6,1,1,23,3,3,2,3,3,3,3,2,2,1,4,2,1,4,4,5,5,5,5,5,5,2,1,5,1,8,4,4,2,1,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,3,2,2,5,1,1,3,2,4,3,1,1,1,2,2,2,2,1,3,1,1,2,3,3,1,3,2,2,3,3,3,4,1,2,2,5,5,5,1,5,3,1,3,1,1,1,1,1,1,2,3,5,3,2,2,3,3,2,1,3,5,5,5,3,1,2,3,12,2,5,6,1,6
995,6,1,1,24,5,2,4,2,2,3,3,2,3,1,2,2,3,3,3,4,3,5,5,4,4,3,3,3,1,8,3,2,2,1,2,2,3,3,4,4,2,2,1,2,1,1,2,3,2,2,2,3,3, ,3,3,3,2,3,1,1,2,3,2,2,3,1,3,4,2,2,2,2,3,4,4,4,3,4,4,4,3, ,2,3,2,4,1,1,3,2,2,2,1,2,2,2,4,2,2,2,2,1,2,3,2,1,2,2,3,5,4,2,1,98,4,3,3,4,4,2,11
996,6,1,1,19,3,2,5,2,3,1,2,2,2,1,3,3,4,4,4,4,5,2,4,3,3,3,3,2,4,7,3,3,1,2,3,2,1,3,2,2,2,2,2,2,2,2,2,3,3,2,2,3,4,1,3,3,2,3,3,4,2,2,2,3,3,1,2,4,1,3,2,3,1,3,3,2,4,3,3,3,3,1,3,2,2,3,3,1,2,1,2,2,1,2,2,2,1,3,3,3,3,3,2,1,2,3,2,1,5,5,1,1,2,1,98,4,10,4,3,3,1,6
997,6,1,1,28,2,2,3,3,3,2,2,3,2,2,4,2,3,3,3,5,5,5,4,4,4,2,1,2,2,6,4,2,2,3,3,2,3,4,4,3,2,2,2,2,1,1,2,1,2,4,3,3,3, ,3,3,2,4,4,4,3,1,3,2,3,3,1,3,4,1,3,3,3,1,3,3,3,2,3,3,3,2,2,1,2,2,3,1,2,2,3,2,1,1,2,2,2,2,3,4,4,3,3,2,3,3,5,3,3,4,3,3,3,1,98,4,6,3,4,4,2,6
998,6,1,1,21,1,1,2,3,2,3,3,3,3,2,2,3,5,1,2,4,4,4,3,4,4,1,1,2,7,8,3,3,2,1,2,2,3,3,4,4,2,2,1,2,1,2,2,2,2,3,2,3,4,1,3,3,2,4,4,4,4,1,2,2,3,2,1,4,1,1,1,1,1,3,3,3,4,4,3,3,2,1,2,2,3,3,3,2,2,4,2,3,2,3,3,3,3,3,2,2,2,3,2,2,2,3,2,3,2,2,3,2,3,1,3,4,10,4,3,3,2,6
999,6,1,2,21,2,3,5,4,2,2,2,2,1,1,2,2,3,2,3,4,4,3,4,4,5,2,1,2,4,8,3,3,2,3,2,3,2,2,2,2,2,2,1,2,1,1,2,2,2,3,2,3,4,1,3,3,3,4,4,3,3,2,2,3,3,2,5,1,4,2,2,1,1,3,4,4,4,4,3,2,2,2,2,3,5,5,5,5,5,2,2,3,2,1,1,1,2,2,2,3,3,3,1,2,2,3,2,3,3,3,4,4,3,1,1,4,6,4,3,3,4,6
1000,6,1,2,27,1,1,2,2,2,2,3,3,1,1,1,1,5,1,1,5,5,5,3,4,4,3,1,2,3,6,3,3,1,1,4,3,3,4,4,4,2,2,2,2,1,2,2,2,2,4,4,3,3, ,3,4,4,4,4,3,4,1,3,3,2,2,5,1,1,4,4,4,2,3,3,3,3,4,4,4,2,3, ,1,4,3,4,1,1,2,1,2,1,1,1,2,2,2,1,2,3,4,4,1,1,1,1,3,5,5,1,1,1,1,98,4,3,3,3,4,2,4
1001,6,1,2,29,3,2,4,2,2,2,2,3,2,2,3,2,1,3,3,3,4,4,4,4,5,3,3,2,3,7,2,2,2,3,4,3,4,4,3,3,1,2,1,2,1,1,2,2,1,2,3,3,4,1,3,3,4,2,4,4,2,1,2,2,3,2,1,3,1,3,3,3,3,3,3,3,3,4,4,2,2,3, ,3,3,2,5,5,5,2,2,5,2,2,3,2,3,3,3,4,2,3,2,2,2,2,2,1,4,5,5,2,4,2,1,3,4,4,4,5,2,11
1002,6,1,2,26,3,2,5,2,3,1,1,2,2,1,4,3,3,3,3,5,5,5,4,5,5,3,3,2,2,7,3,3,2,2,4,1,2,4,1,3,2,2,1,2,1,1,1,2,2,3,3,2,3, ,2,2,3,4,4,4,3,2,3,3,4,2,3,4,1,2,2,3,1,3,3,3,3,2,3,2,2,2,3,1,1,4,4,2,1,2,3,1,1,1,1,2,2,2,3,3,4,2,2,2,3,3,4,2,4,5,5,5,2,2,2,4,6,5,3,3,2,6
1003,6,1,1,32,2,2,3,2,3,1,1,2,1,1,2,1,3,2,3,1,2,1,3,2,1,2,3,2,5,7,3,3,2,2,3,2,3,3,4,3,2,2,1,2,1,2,2,3,3,3,2,2,4,3,3,3,3,3,3,3,2,2,3,3,3,3,1,1,1,1,2,2,2,3,3,3,3,3,2,3,3,2,2,3,1,1,2,1,1,2,2,3,2,2,2,3,1,1,2,3,4,3,2,3,3,3,2,3,2,3,3,3,3,2,98,4,4,1,4,3,2,6
1004,6,1,1,35,1,2,3,2,2,2,2,2,2,2,3,2,5,2,2,4,4,3,3,3,4,1,3,2,2,6,3,3,2,2,2,2,2,2,4,4,2,2,1,2,1,2,2,1,1,2,2,2,3, ,2,4,4,5,4,4,4,1,2,3,4,1,2,1,1,3,3,3,3,3,3,3,3,4,4,4,4,3, ,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,3,3,2,3,1,1,3,4,1,1,4,5,4,4,2,1,3,4,6,3,3,4,1,10
1005,6,1,1,34,1,2,2,2,2,3,1,1,2,2,2,1,5,1,2,3,3,3,4,4,4,1,1,2,6,7,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,1,3,3,3,3,2,3, ,2,3,3,3,4,4,5,1,1,1,3,2,3,2,1,2,2,2,2,3,3,3,3,3,4,3,3,1,3,3,1,2,3,2,1,1,2,3,1,1,1,2,3,4,3,2,3,3,1,1,1,2,2,1,3,4,5,5,2,1,1,4,6,2,4,4,2,11
1006,6,1,1,37,1,2,3,3,2,2,2,3,2,1,3,1,1,2,3,4,3,5,4,3,2,1,1,1,2,7,3,3,2,3,2,2,3,2,2,2,2,2,2,2,1,1,1,2,3,3,3,2,2, ,3,3,2,3,3,2,4,2,2,3,3,3,1,2,1,1,2,2,2,3,3,2,2,3,3,3,3,1,3,1,2,4,4,2,2,2,3,2,1,2,1,2,2,2,3,3,2,3,2,2,2,2,1,4,4,4,3,4,2,2,1,4,6,3,3,4,2,6
1007,6,1,1,33,1,1,2,2,2,2,1,2,1,1,3,2,5,2,3,5,5,5,5,5,5,1,1,2,3,7,4,4,2,3,4,2,3,4,4,3,2,2,2,2,1,1,1,1,1,2,3,3,2, ,2,3,3,4,4,4,1,2,2,3,3,2,1,2,1,2,2,2,2,3,1,4,1,2,2,2,2,3, ,3,2,2,3,1,1,1,1,3,1,2,1,1,3,2,2,3,3,4,1,3,3,3,2,2,2,4,1,2,2,1,1,3,3,3,3,4,4,2
1008,6,1,2,34,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,3,2,2,5,3,3,3,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3, ,2,2,2,1,1,1,1,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,3,3,3,3,1,2,2,3,3,2,2,3,4,4,2,2,98,4,9,4,3,3,1,6
1009,6,1,2,38,3,2,6,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,3,7,4,4,4,2,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,2,2,3,5,1,4,3,3,4,4,2,2,1,3,3,3,3,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,3,4,3,2,2,5,5,1,1,1,1,1,1,3,4,3,4,3,2,2,2,2,2,5,3,3,3,3,2,1,4,9,2,3,5,2,6
1010,6,1,2,34,2,1,3,3,3,3,3,3,3,3,3,3,1,4,4,5,5,5,5,5,5,2,1,1,1,6,4,4,2,2,3,3,2,4,4,2,2,2,2,2,1,1,1,1,1,1,2,3,1, ,4,3,4,4,4,4,4,1,4,4,4,4,1,3,1,3,2,2,2,1,1,1,1,3,3,3,3,1,2,2,1,1,1,1,1,3,2,2,1,1,1,2,2,3,2,4,2,3,3,1,1,1,1,3,5,5,3,3,2,2,1,3,3,4,3,3,2,10
1011,6,1,2,39,2,2,2,2,2,1,2,1,2,2,2,2,4,3,3,4,4,4,4,4,4,1,3,2,3,8,3,2,2,3,4,4,3,4,4,4,2,2,1,2,1,1,1,1,2,3,2,2,3, ,2,3,3,5,5,5,2,1,2,2,2,2,3,2,1,2,2,2,2,1,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,3,3,3,3,3,2,2,2,1,1,2,1,1,4,2,4,4,2,2,1,2,3,4,3,4,2,14
1012,6,1,2,35,3,2,6,3,3,3,3,2,2,2,3,2,5,2,3,3,3,3,3,3,3,3,3,2,6,8,2,3,3,3,3,3,3,3,4,3,2,2,2,2,2,1,1,1,2,3,3,3,4,1,3,3,3,3,3,3,2,1,3,2,3,2,3,1,1,3,2,3,3,1,1,2,2,3,3,3,3,2,3,3,5,5,5,5,5,5,2,2,1,1,1,1,2,2,2,3,3,3,3,2,3,4,4,3,3,2,4,4,3,2,2,3,3,3,3,4,2,12
1013,6,1,1,47,1,2,3,2,1,1,1,1,1,1,4,1,1,1,1,4,4,5,4,2,2,2,3,2,1,9,4,3,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,3,3,2,3, ,3,3,3,4,3,3,3,1,2,2,3,3,1,4,1,1,2,3,3,3,3,2,4,3,2,3,3,2,3,3,2,2,3,2,2,2,2,2,1,1,1,2,2,2,2,2,3,3,2,3,3,3,2,3,2,2,4,4,2,2,1,4,6,4,3,3,2,15
1014,6,1,1,42,2,2,2,2,2,2,1,2,2,2,3,2,1,2,2,5,4,5,5,5,5,1,1,1,3,9,3,4,2,2,4,3,3,3,4,4,2,2,1,2,1,1,1,2,2,2,2,2,2, ,3,3,2,2,3,3,3,2,2,2,3,2,3,2,1,1,2,1,1,1,3,4,3,3,3,3,3,1,2,2,1,2,2,2,2,1,1,1,1,1,2,3,3,3,2,2,2,3,2,2,3,2,2,2,2,3,4,3,3,2,1,4,3,4,3,4,2,15
1015,6,1,1,41,1,2,2,3,2,2,3,3,2,2,2,2,5,1,1,3,4,2,3,4,4,3,1,2,3,7,4,3,2,3,3,2,1,3,3,3,2,2,2,2,1,1,1,2,2,3,3,3,3, ,3,3,2,3,4,3,2,1,2,2,2,2,3,2,1,1,2,2,2,3,3,2,2,3,3,3,3,2,2,3,2,3,3,2,1,1,1,2,2,1,1,2,2,2,2,3,3,3,2,3,3,3,2,3,3,2,3,3,3,2,1,3,6,3,4,4,1,6
1016,6,1,1,48,1,2,3,2,2,2,2,2,2,1,2,1,5,1,2,4,5,4,4,5,5,3,3,2,1,6,3,3,3,3,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2, ,3,3,3,4,4,2,2,1,2,1,3,1,1,4,1,1,1,2,1,1,1,2,2,1,3,3,3,1,2,3,2,2,3,2,2,2,2,3,1,1,2,2,1,1,3,2,2,3,2,2,2,2,2,2,2,3,5,5,3,2,3,3,2,3,4,4,3,15
1017,6,1,1,45,1,2,3,2,2,2,1,1,1,2,3,1,1,1,1,5,5,5,5,5,2,3,1,2,1,7,3,2,1,3,1,1,1,1,3,2,2,1,2,2,1,1,1,1,1,1,2,3,2, ,3,3,2,4,4,4,3,1,1,1,3,2,1,3,1,2,2,2,2,1,1,2,2,3,3,3,3,1,1,2,2,2,2,2,2,2,1,3,1,1,1,3,3,3,3,1,3,3,2,2,2,2,4,1,3,4,2,2,3,2,98,4,6,3,4,4,1,15
1018,6,1,2,42,1,2,2,3,2,2,1,2,2,2,3,3,1,3,2,5,5,1,4,4,5,3,3,2,1,6,4,4,4,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,3, ,4,3,3,3,3,3,3,2,2,2,3,1,2,3,1,1,1,1,1,1,4,4,4,4,4,4,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,1,2,2,2,3,4,5,5,5,3,2,2,4,2,4,3,3,1,11
1019,6,1,2,46,1,2,4,3,2,2,2,3,2,1,3,1,1,2,3,5,3,5,4,3,4,2,1,1,1,9,4,3,2,2,3,3,3,3,3,2,2,2,2,2,1,1,1,2,3,1,2,2,4,2,3,4,3,2,2,1,1,2,3,4,3,1,1,3,2,1,1,3,3,1,1,2,2,2,3,3,3,1,4,2,1,2,4,3,2,3,2,3,1,2,1,3,2,1,2,3,4,3,3,2,3,3,1,5,5,5,4,5,2,2,98,3,9,4,3,4,1,6
1020,6,1,2,43,1,2,3,2,2,2,2,2,2,2,3,2,3,2,3,5,5,4,4,4,4,1,1,2,2,7,3,3,2,3,3,3,3,3,3,3,2,2,2,2,1,1,1,2,2,2,3,2,3, ,3,3,3,3,3,2,2,2,2,2,2,1,3,4,1,3,2,3,2,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,1,1,1,2,2,3,3,3,4,3,2,3,3,3,2,1,4,4,5,5,3,2,98,3,9,4,4,4,2,11
1021,6,1,2,44,1,1,2,1,1,1,1,2,2,2,3,1,1,2,3,5,1,5,5,4,4,3,1,2,1,5,3,3,3,2,4,3,4,4,4,4,2,2,2,2,1,1,1,2,2,3,3,2,3, ,1,2,3,5,5,5,5,1,2,1,4,2,1,2,1,3,3,3,3,3,3,3,3,4,4,4,4,2,2,1,1,1,1,1,1,1,1,3,1,1,3,1,3,4,2,3,2,3,1,1,1,3,1,1,4,5,4,5,2,2,1,3,9,5,4,4,5,10
1022,6,1,2,41,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,2,8,4,3,3,3,4,4,4,4,4,4,2,2,2,2,2,1,2,2,2,3,3,3,3, ,3,3,3,3,2,2,2,2,3,3,3,3,1,3,1,1,2,3,3,3,3,2,4,3,2,3,3,2,2,3,5,5,5,5,5,5,2,2,1,1,1,2,2,2,2,4,3,3,2,3,3,3,2,2,2,2,4,4,2,2,1,3,9,2,4,4,3,10
1023,6,1,1,57,3,2,3,3,3,3,3,3,2,2,3,3,2,3,3,5,5,3,4,4,4,3,1,2,3,8,2,2,1,3,4,3,3,3,4,3,2,2,2,2,1,1,1,2,2,3,3,1,4,1,3,3,3,2,2,1,1,1,2,3,3,1,1,3,1,3,2,1,1,3,3,4,4,3,3,3,3,2,3,1,2,2,3,2,2,2,1,2,1,1,2,2,2,2,2,2,2,3,2,3,3,3,2,2,4,4,5,5,2,2,98,2,5,2,4,5,1,6
1024,6,1,1,51,1,2,3,4,1,3,1,1,1,1,4,1,5,1,3,3,1,1,2,2,3,3,1,4,1,5,4,3,3,1,1,1,1,3,4,1,2,2,2,2,1,1,1,2,2,1,2,3,5,2,3,3,3,5,5,3,5,1,3,2,4,1,1,2,4,1,1,1,1,1,3,3,3,2,3,3,3,1,3,2,2,2,3,5,5,3,1,2,1,1,1,3,3,3,2,3,4,3,1,1,1,4,1,1,4,3,5,5,3,2,3,3,4,3,4,4,1,6
1025,6,1,1,58,1,2,3,2,3,3,2,3,3,2,4,1,1,3,3,5,5,4,5,3,3,2,1,1,2,7,4,4,2,2,4,2,2,2,3,3,2,2,2,2,1,1,1,1,1,1,2,3,3, ,3,4,4,2,2,2,2,2,2,3,3,2,1,3,1,1,1,2,2,1,1,3,3,2,3,3,3,1,4,2,2,3,4,1,1,4,2,2,1,1,1,1,1,1,2,2,4,3,3,4,4,4,1,1,1,2,5,5,2,2,98,3,6,3,4,4,1,11
