id,ara,siz,sex,age,Q2,Q3,Q4,a15,a16,a17,a18,Q5_1,Q5_5,Q5_2,Q5_3,Q5_9,Q6,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,a34,Q11,Q12,a37,a39,a41,Q13,Q14,Q15,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,Q18,a67,a68,Q19_1,Q19_2,Q19_3,Q19_4,Q20,a74,a75,a76,a77,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25_1,Q25_2,Q25_3,Q25_4,Q26_1,Q26_2,Q26_3,Q26_4,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,Q27,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,mar,rel,edc,job,inc,b57,b58,b59,b60
332,1,1,1,61,2,2,3,2,2,3,2,3,2,2,3,2,1,3,3,3,4,3,2,4,3,3,3,1,2,7,4,4,4,3,3,2,3,3,4,3,2,2,2,2,2,1,3,3,1,2,3,4,4,2,4,4,3,4,4,4,4,2,3,2,3,3,1,2,1,1,3,2,3,3,3,3,3,3,3,3,3,4, ,3,5,2,2,2,3,2,1,3,2,2,1,2,2,2,2,2,3,3,1,3,3,3,1,2,1,4,5,5,2,2,98,2,5,3,4,4,4,12
333,4,1,1,28,2,2,3,2,1,2,3,2,1,1,3,1,5,1,2,5,5,2,5,5,5,3,3,2,3,5,3,2,2,2,4,2,2,2,4,4,2,2,2,2,1,1,1,2,2,4,3,2,2, ,2,3,2,5,5,5,5,1,2,2,4,1,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,3,1,1,4,4,1,1,1,2,1,1,1,1,2,3,4,2,2,3,3,1,1,3,2,1,1,2,5,5,4,2,1,98,4,3,2,4,4,1,12
334,4,1,1,26,4,2,4,2,2,1,2,2,1,1,2,2,5,1,2,3,1,3,5,4,3,3,3,2,2,7,3,3,1,2,1,2,3,4,4,4,2,2,2,2,1,1,2,1,1,2,2,2,4,1,3,3,2,2,3,2,3,2,3,3,4,3,4,1,1,1,3,2,2,1,3,3,3,4,2,2,2,2,3,1,2,2,2,2,1,1,1,1,1,1,1,2,1,3,2,2,4,3,2,2,3,3,1,2,3,4,5,4,2,1,3,4,12,1,3,4,1,5
335,4,1,1,26,2,2,3,2,1,2,3,2,1,1,3,1,5,2,3,4,5,3,3,4,3,2,3,2,3,7,3,3,1,2,3,2,2,2,4,2,2,2,2,2,1,2,2,3,2,1,2,3,3, ,3,3,3,3,3,3,3,1,2,2,4,2,3,3,1,2,2,2,2,3,3,2,3,3,3,3,3,1,2,1,5,5,5,2,5,2,2,3,1,1,1,2,2,2,2,3,3,4,2,2,2,2,2,1,3,5,4,2,2,2,98,3,3,4,3,4,2,4
336,4,1,2,20,3,2,6,3,3,2,2,3,2,1,2,1,5,3,3,4,5,5,5,5,5,2,3,1,1,4,3,4,3,1,3,3,2,4,1,2,2,2,1,2,1,1,1,1,1,1,2,3,3, ,3,3,2,2,2,2,1,2,3,4,3,1,2,2,1,2,1,1,2,3,3,3,3,4,4,4,4,1,3,3,2,2,3,1,1,4,3,3,1,1,1,1,1,2,3,3,4,4,3,1,2,2,4,4,4,5,4,3,3,1,3,5,10,3,2,3,4,4
337,4,1,2,27,2,2,6,2,1,1,1,3,1,1,3,1,5,3,3,4,4,4,4,4,4,3,1,1,1,7,3,4,2,2,3,3,3,3,4,3,2,2,2,2,2,2,2,2,2,2,3,3,3, ,3,4,2,4,4,3,2,2,3,2,4,4,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,1,5,5,5,1,2,5,2,3,1,1,1,2,3,3,3,3,4,3,2,2,2,2,3,2,4,4,4,2,3,1,98,4,3,3,4,4,6,1
338,4,1,1,31,1,2,4,3,1,1,2,2,1,1,1,1,2,3,2,3,3,3,3,3,3,1,3,1,5,3,3,3,2,2,3,2,3,3,4,4,2,2,1,2,1,1,1,1,1,3,2,3,5,1,4,2,2,5,5,5,5,2,3,2,4,1,2,1,1,4,2,2,2,3,3,3,3,3,3,3,3,1,4,1,1,3,3,1,1,1,1,5,1,1,1,1,1,2,2,4,4,4,1,1,4,3,1,1,4,5,5,4,2,2,98,3,2,3,2,3,1,14
339,4,1,1,32,1,2,2,2,1,2,2,1,1,1,4,1,1,2,3,4,4,4,4,4,4,1,1,1,1,5,4,3,3,2,4,2,2,2,4,4,2,2,2,2,1,1,1,2,2,2,2,2,3, ,3,3,3,3,3,3,3,3,3,2,4,2,2,3,1,1,1,1,1,1,1,3,3,2,2,3,3,1,3,1,2,2,3,2,2,2,1,3,2,1,2,2,2,2,2,3,4,3,3,3,3,3,2,2,3,3,3,3,3,1,98,3,3,4,4,5,2,4
340,4,1,1,36,1,2,4,2,1,2,1,2,2,1,2,1,5,1,2,3,3,2,2,3,3,2,1,2,3,6,3,2,2,3,3,2,2,3,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2, ,2,3,2,4,4,4,4,1,2,2,3,2,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,1,1,2,3,1,1,2,2,2,1,1,1,2,2,2,3,2,2,3,1,2,3,3,2,2,3,3,4,4,3,2,98,4,2,4,4,4,2,4
341,4,1,2,39,1,2,3,3,1,1,1,2,1,1,4,1,1,3,3,5,5,5,5,5,5,1,1,4,1,6,3,3,2,2,4,3,3,4,4,3,2,2,2,2,1,1,1,1,1,1,2,3,3, ,4,3,3,2,2,2,2,2,3,1,4,4,1,3,1,2,2,2,2,3,3,3,3,3,3,3,3,1,3,3,5,5,5,5,5,5,1,3,1,1,1,1,1,1,3,4,3,4,1,3,3,3,2,1,4,5,3,4,2,2,98,3,2,3,4,4,1,12
342,4,1,2,34,1,1,2,2,3,1,1,1,1,1,4,1,1,1,3,5,5,2,4,4,4,1,1,2,2,9,3,3,2,2,4,3,3,4,4,3,2,2,2,2,1,1,1,1,1,3,3,3,3, ,3,3,3,4,4,4,2,2,3,2,4,1,4,1,1,3,4,2,2,3,3,4,2,4,4,4,4,1,3,1,1,3,3,1,1,1,1,4,3,2,1,2,3,3,4,4,4,2,1,3,4,4,2,1,3,5,5,5,1,2,3,4,2,3,3,3,1,5
343,4,1,2,35,1,2,3,3,2,2,2,1,1,1,2,1,1,3,2,5,5,5,5,5,5,2,1,1,4,7,4,3,2,2,4,3,3,4,4,4,2,2,1,2,1,1,1,1,1,2,2,3,4,1,4,4,2,3,5,3,2,1,3,4,4,4,1,1,1,3,3,3,3,1,3,2,4,3,3,3,3,1,4,3,1,5,5,1,1,1,1,4,1,1,1,1,3,3,2,3,4,4,1,2,2,2,1,1,5,5,5,5,1,2,98,3,2,6,3,3,5,4
344,4,1,1,43,1,2,3,2,1,1,1,3,1,1,4,1,1,2,3,4,4,4,4,4,4,3,1,1,2,9,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,3, ,2,3,2,4,4,4,4,1,2,1,4,1,1,3,1,1,1,1,1,3,3,3,3,3,3,3,3,1,2,1,5,5,4,2,2,2,1,4,1,1,1,1,1,1,2,1,4,4,3,2,3,3,2,1,3,4,4,2,2,2,2,3,2,5,4,4,1,8
345,4,1,1,47,1,2,3,2,1,1,1,1,1,1,3,1,1,3,4,4,4,4,4,4,4,2,1,1,1,5,3,2,2,4,3,2,2,2,2,2,2,1,2,2,1,1,1,1,1,3,3,2,3, ,2,3,3,3,3,3,3,1,2,1,4,1,3,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,1,3,4,4,3,1,3,1,5,5,1,2,98,3,2,3,4,4,1,4
346,4,1,1,44,2,2,2,1,2,3,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,1,1,2,3,7,3,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,2,3,2, ,3,3,2,3,4,2,3,1,2,2,1,2,1,2,1,2,2,2,2,1,3,4,4,2,3,3,3,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,3,4,4,2,2,1,3,2,3,3,5,6,14
347,4,1,1,42,1,2,1,2,1,3,1,1,1,4,1,1,1,3,3,2,5,5,4,2,3,2,3,2,1,2,3,2,1,4,2,1,1,4,4,1,2,1,2,2,1,2,1,2,3,3,3,1,1, ,4,3,1,2,3,5,5,1,1,1,1,4,3,1,1,4,4,2,2,3,3,3,3,4,4,4,4,3, ,1,1,4,4,1,1,1,4,4,1,1,1,1,1,1,1,1,5,4,4,1,1,1,2,1,5,4,1,1,1,2,98,3,2,3,5,5,2,12
348,4,1,2,45,4,3,2,3,1,1,3,3,2,1,3,2,3,3,2,4,4,4,4,4,4,1,1,1,1,6,3,3,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,3,2, ,4,3,3,2,2,2,2,2,3,3,3,3,1,2,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,1,5,5,5,1,5,1,1,3,2,2,2,2,2,2,3,3,3,4,2,2,3,3,1,1,2,1,5,5,2,2,2,1,2,2,5,6,1,1
349,4,1,2,47,1,2,2,1,1,2,3,1,1,2,4,1,1,3,3,1,4,5,4,4,4,1,1,1,5,8,4,1,1,2,4,4,4,4,4,4,2,2,2,2,2,2,4,2,2,1,3,3,3, ,3,3,3,3,3,3,3,1,3,1,4,1,1,2,1,1,2,2,2,1,1,3,3,3,3,3,3,1,3,1,5,5,5,5,5,5,1,4,1,1,1,3,3,3,3,3,3,3,1,4,4,4,2,1,1,5,5,5,4,2,3,3,2,2,3,3,3,4
350,4,1,2,41,2,2,2,2,1,2,1,1,1,3,3,1,5,1,3,4,5,4,4,5,5,3,1,2,4,10,3,2,3,2,3,3,3,3,4,2,2,2,1,2,1,1,2,2,3,3,3,3,4,5,3,3,3,4,4,2,2,1,2,2,3,1,4,2,1,2,3,1,2,3,3,4,4,3,3,2,2,1,2,1,3,3,3,2,3,1,2,1,2,3,1,2,3,4,2,3,3,3,3,1,4,4,2,4,3,4,4,4,3,2,1,3,3,6,3,4,2,4
351,4,1,2,45,4,2,3,3,1,1,3,1,1,1,4,1,1,3,3,5,3,2,5,5,3,1,3,1,5,9,3,3,2,2,4,3,3,4,4,3,2,2,2,2,1,1,1,1,1,1,2,4,5,1,3,3,3,2,2,2,2,2,3,2,4,1,1,2,1,3,2,2,2,3,3,3,3,3,3,3,3,1,3,3,5,5,5,3,3,1,1,1,1,1,1,1,1,1,2,3,3,4,1,3,3,4,3,1,2,1,5,5,1,3,2,2,2,2,4,6,1,9
352,4,1,1,53,1,2,3,3,1,1,1,2,1,1,3,1,1,3,3,5,5,5,5,5,5,1,1,1,1,8,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,3,3, ,4,4,1,5,5,5,5,1,3,2,3,2,1,3,1,2,2,2,2,1,3,2,2,3,3,3,3,1,4,3,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,4,4,1,3,3,4,1,1,4,1,5,5,1,2,2,4,2,6,4,5,5,3
353,4,1,1,59,1,2,3,2,1,1,2,1,1,1,4,1,1,3,3,3,4,3,3,4,4,3,1,1,2,8,3,3,2,2,4,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,3,3,3, ,2,3,2,3,3,3,3,2,3,2,3,1,4,5,1,1,2,2,3,1,1,3,3,2,2,2,2,1,2,3,1,3,2,2,2,1,1,4,1,1,1,1,1,1,3,3,4,4,2,2,2,3,2,1,3,3,4,5,1,2,98,3,12,1,4,2,1,13
354,4,1,1,50,1,2,3,3,1,1,2,3,1,1,3,1,3,2,3,3,3,3,3,3,3,2,3,4,5,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,4,3, ,2,3,3,3,3,3,3,3,3,3,4,1,1,3,1,3,3,3,3,1,1,3,3,3,3,3,3,1,3,2,2,2,3,2,2,3,1,1,1,1,1,1,2,3,1,1,2,4,2,3,3,3,4,1,5,5,5,2,1,2,2,2,5,2,5,6,1,12
355,4,1,2,50,1,2,6,3,1,2,3,3,1,1,4,1,1,2,3,4,4,4,4,4,4,3,1,2,1,5,3,3,3,2,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,3,4,1,3,4,3,3,3,3,3,2,3,3,3,3,1,4,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,2,2,3,4,3,1,3,1,3,1,1,1,2,1,1,2,3,3,4,3,1,2,2,1,1,1,1,5,5,2,2,3,3,2,3,3,4,2,1
356,4,1,2,58,1,4,6,3,2,2,3,2,1,1,4,2,1,4,4,4,4,4,4,4,4,3,1,1,2,4,4,4,2,3,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,3,3,2,4,3,3,3,3,2,2,2,2,2,3,2,3,2,1,1,1,2,4,3,1,3,3,3,3,2,2,2,2,1,3,1,5,5,5,5,5,4,1,4,1,1,1,1,1,1,3,2,3,2,1,2,3,3,3,1,3,1,2,1,1,2,1,1,2,2,4,5,1,10
357,4,1,2,65,2,2,1,2,2,2,2,2,1,1,3,1,3,2,2,5,5,5,5,5,5,3,1,2,1,8,3,4,2,2,4,3,3,4,4,4,2,2,2,2,1,1,1,1,1,3,4,2,2, ,2,4,4,2,2,2,2,1,2,1,3,3,4,4,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,3,2,2,4,4,2,1,1,4,1,1,1,1,1,1,3,1,2,2,3,2,3,3,2,1,3,5,1,1,1,5,98,3,2,3,3,4,1,11
358,4,1,1,65,3,2,3,2,1,1,1,3,2,2,2,2,2,2,3,4,4,4,5,4,5,1,1,1,1,6,3,3,2,4,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,3,3,3,5,1,4,3,3,2,2,2,2,3,3,4,4,1,1,3,1,1,3,1,1,1,3,2,4,3,3,3,3,1,3,3,1,2,4,1,1,1,1,4,2,2,2,2,2,2,2,3,4,4,1,3,3,3,1,1,2,3,5,5,2,2,3,3,2,3,4,5,1,13
359,8,2,1,23,2,2,2,2,2,3,2,2,1,1,3,3,5,2,1,4,5,3,3,3,2,3,3,2,5,7,3,3,3,2,4,2,3,3,4,4,2,2,1,2,1,1,2,1,3,1,2,2,3, ,3,3,3,3,3,3,2,2,2,2,3,2,1,3,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,5,2,2,1,2,2,2,1,1,3,3,3,2,3,4,3,2,2,2,2,3,4,3,4,2,2,2,1,98,4,10,7,2,3,3,10
360,8,2,1,25,3,3,5,3,3,2,3,3,2,2,3,1,1,3,4,5,5,2,3,3,4,3,3,5,1,3,3,4,3,1,4,2,4,4,4,4,2,2,1,2,1,1,1,1,1,3,2,4,4,1,4,4,2,3,4,4,4,1,3,2,3,3,2,1,1,3,2,2,2,3,4,2,2,3,3,3,3,3, ,1,2,2,5,2,2,2,2,3,1,1,2,3,4,4,2,3,3,1,2,1,2,3,1,2,1,5,3,1,4,1,98,4,10,6,3,3,3,1
361,8,2,1,19,3,2,3,2,2,3,3,3,2,2,4,2,5,2,3,5,2,5,5,5,5,2,1,2,1,7,3,3,2,2,2,2,3,4,4,4,2,2,1,2,1,1,1,2,2,2,2,2,3, ,3,3,3,3,2,2,2,1,3,2,3,2,1,2,3,1,3,3,3,3,3,2,3,3,4,3,3,1,3,3,1,3,4,1,1,2,2,2,2,1,1,2,2,2,2,2,3,3,2,1,2,3,4,2,3,4,4,3,2,1,2,4,10,4,4,4,1,8
362,8,2,1,19,5,4,6,3,3,3,2,4,4,3,4,2,5,1,4,5,5,5,4,4,4,3,4,5,1,10,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,4,4,1,5,4,4,4,4,2,1,1,1,3,4,3,3,2,1,1,4,1,4,2,3,1,2,3,4,3,4,4,4,4, ,3,3,5,5,2,5,2,5,5,1,1,2,2,1,1,3,4,3,4,1,3,3,2,3,3,3,3,1,1,4,1,98,4,10,3,4,4,1,8
363,8,2,1,27,4,2,5,3,3,2,2,3,2,4,3,4,3,4,4,5,5,5,5,5,5,3,1,4,1,4,4,4,3,1,3,1,3,2,4,1,2,2,1,2,4,4,4,3,3,1,1,3,3, ,3,3,3,3,3,4,4,2,3,3,3,3,4,1,1,1,1,1,1,3,3,3,3,2,2,2,2,1,4,2,3,3,3,4,4,2,3,3,1,1,1,1,1,1,3,2,3,3,2,2,2,3,2,2,1,4,4,5,4,1,2,4,4,3,4,5,2,8
364,8,2,2,28,1,2,3,2,3,2,2,2,2,2,3,3,1,2,2,4,4,4,3,4,4,2,1,2,3,8,3,2,1,2,3,3,4,3,4,3,2,2,1,2,2,1,2,2,2,2,2,1,2, ,3,2,3,3,3,3,3,2,3,2,3,3,3,2,1,1,2,1,3,3,3,1,3,3,3,2,3,2,2,1,3,3,3,2,2,3,2,3,2,2,1,2,1,2,2,2,3,2,2,2,3,2,2,3,2,3,3,4,3,2,2,4,6,2,3,4,2,1
365,8,2,2,24,1,2,5,3,3,2,2,2,3,3,3,1,2,2,2,1,1,1,1,1,1,3,1,2,1,10,4,4,1,2,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,2, ,3,3,4,5,5,5,5,1,2,2,4,2,1,3,1,1,2,2,2,1,3,1,4,2,2,2,2,1,3,1,1,1,5,1,5,1,2,2,1,1,1,1,1,1,2,2,3,3,1,3,3,3,1,2,5,5,5,5,3,1,3,3,10,5,2,3,1,8
366,8,2,2,19,2,2,3,3,3,2,2,2,2,1,2,1,3,3,3,4,3,3,4,4,2,3,1,2,4,7,3,4,2,3,4,4,4,4,4,4,2,2,1,2,2,1,2,2,2,2,2,3,3, ,3,3,2,3,3,3,2,2,3,3,2,2,2,3,1,2,2,3,1,1,1,2,3,3,3,3,3,3, ,3,2,2,3,2,2,2,3,2,2,1,1,2,1,1,2,3,3,4,2,2,3,2,4,4,4,5,5,4,3,1,98,4,10,3,4,5,3,8
367,8,2,2,21,2,2,2,2,2,2,1,2,2,1,2,1,1,2,3,3,3,2,3,4,4,1,1,2,3,8,3,2,2,2,4,4,4,4,4,4,2,2,1,2,1,2,1,2,2,2,2,2,3, ,2,2,2,3,3,3,3,1,2,2,3,3,1,3,4,2,2,2,2,3,3,3,3,2,2,2,2,2,2,1,3,3,3,4,3,2,2,2,1,1,2,2,1,2,3,3,3,3,2,2,2,2,2,3,4,4,2,5,3,1,3,3,12,2,4,4,3,8
368,8,2,2,21,3,3,6,2,3,2,2,2,2,2,3,1,2,3,4,3,2,3,3,3,3,2,1,2,1,7,4,2,2,1,4,4,4,4,4,4,2,2,1,2,1,1,1,1,1,1,2,3,3, ,2,3,3,3,2,1,1,2,3,3,4,2,1,1,1,1,1,2,1,1,3,3,4,3,3,3,3,2,4,1,4,3,5,5,3,3,4,5,1,1,1,1,1,1,2,4,2,4,2,2,2,1,2,3,4,5,3,3,3,1,98,4,12,1,4,5,5,8
369,8,2,2,20,2,2,5,2,1,1,2,2,2,1,2,1,2,2,3,3,3,5,3,4,4,2,3,2,5,4,3,3,2,3,3,3,2,4,4,2,2,2,1,2,3,2,2,1,2,1,2,2,2, ,2,3,3,3,4,3,3,1,2,2,3,1,4,2,1,1,3,2,4,3,3,2,3,2,4,3,3,1,3,1,2,5,2,1,2,1,5,3,1,2,1,1,2,3,3,3,4,2,2,2,3,4,3,2,2,4,5,3,2,1,2,4,10,2,3,3,2,8
370,8,2,1,36,4,3,5,2,2,3,3,2,2,1,3,2,1,3,4,5,5,4,5,5,5,3,1,2,2,5,4,3,3,3,4,4,3,3,3,3,2,2,2,2,3,2,1,1,1,1,3,3,4,1,2,3,2,3,3,2,1,2,3,2,4,2,1,3,1,1,1,2,3,1,1,2,2,3,3,4,4,2,1,3,2,3,5,2,2,2,2,2,1,1,2,2,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,1,2,1,4,6,5,3,3,2,2
371,8,2,1,34,1,2,5,2,2,1,1,1,1,1,4,1,2,2,3,2,1,1,3,2,1,3,1,2,1,6,3,3,2,2,3,2,2,4,4,3,2,2,2,2,1,1,1,2,2,2,2,2,3, ,2,2,3,5,5,4,5,1,2,2,4,3,3,3,1,1,2,3,1,1,3,2,3,3,4,4,3,3, ,3,1,3,3,1,2,1,3,3,2,2,2,1,2,3,3,2,2,3,2,2,2,4,1,1,2,3,4,5,2,2,98,4,6,2,3,4,2,1
372,8,2,1,39,1,2,5,3,4,4,4,4,2,2,4,2,3,3,3,4,4,4,5,5,5,3,1,5,1,10,4,4,4,1,2,3,1,1,4,3,2,2,1,2,1,1,1,2,2,1,1,4,5,1,4,4,3,4,4,4,4,1,3,2,3,2,1,4,2,1,2,3,3,1,3,2,3,1,3,4,4,1,4,3,2,2,5,2,5,4,1,4,1,1,1,1,1,1,3,2,3,4,3,2,4,4,2,2,3,3,4,5,3,2,2,4,2,4,5,4,2,8
373,8,2,1,39,2,2,2,1,1,1,2,1,1,2,2,2,3,2,1,5,4,4,5,4,4,1,3,1,4,6,4,4,2,2,4,2,2,4,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2, ,3,4,2,4,4,3,5,1,2,2,4,4,4,3,1,1,2,2,1,1,3,3,3,2,2,2,3,1,1,1,2,3,3,1,1,1,1,2,1,1,2,1,2,1,2,1,3,4,1,2,2,2,3,4,4,1,5,5,2,2,3,3,4,2,3,4,2,1
374,8,2,1,30,1,1,2,1,3,4,1,1,1,1,3,1,5,3,3,5,5,1,4,4,3,3,1,2,2,7,4,3,4,2,3,3,3,4,3,4,2,2,2,2,1,1,1,2,2,2,2,3,4,1,2,3,3,4,4,3,5,2,3,3,4,3,2,4,1,3,2,4,2,3,3,3,1,3,2,4,2,2,3,1,2,3,3,1,1,1,1,3,2,1,1,2,3,3,3,3,3,3,1,2,4,4,2,2,2,3,5,5,2,2,98,4,2,7,3,3,1,8
375,8,2,1,33,3,3,1,2,3,2,2,2,2,1,1,1,5,3,2,2,2,3,3,3,4,3,3,2,3,6,3,3,2,3,3,2,3,3,1,2,2,2,2,2,1,1,1,2,2,2,3,2,3, ,3,2,2,2,3,2,3,1,2,3,2,3,4,5,1,1,2,2,3,1,1,2,2,3,2,2,3,1,3,3,3,3,3,2,2,2,2,2,2,2,1,1,2,2,3,3,3,3,3,1,3,3,1,1,1,1,5,3,2,2,1,3,2,2,4,5,3,8
376,8,2,1,31,2,2,3,3,3,1,1,1,2,1,4,3,5,3,1,5,5,5,4,5,3,2,1,1,1,9,3,4,3,3,1,1,1,4,1,2,1,1,1,2,1,1,1,2,1,2,3,1,3, ,3,3,3,1,3,1,2,1,3,2,4,1,1,4,1,1,1,1,1,1,3,4,4,3,4,3,3,1,4,3,1,2,4,3,1,5,1,3,1,4,2,2,3,2,3,3,4,3,3,3,3,2,3,2,4,5,1,1,3,1,3,4,6,6,3,3,2,1
377,8,2,1,36,3,2,4,3,2,2,2,1,1,1,3,1,3,2,3,3,2,2,4,4,4,3,3,2,5,5,2,2,2,2,2,3,3,3,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3, ,2,3,3,1,3,3,5,2,2,3,3,3,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,3,3,2,3,3,3,3,2,3,2,2,1,2,2,2,2,2,2,3,3,3,3,2,1,4,4,3,3,3,2,8
378,8,2,1,33,2,2,2,3,2,2,2,2,2,2,2,2,5,2,3,4,4,4,4,4,4,3,1,2,3,9,4,4,3,2,4,1,2,4,4,4,2,2,2,2,1,1,1,1,1,2,2,3,3, ,2,3,3,3,4,4,3,1,3,2,3,2,2,1,1,2,2,2,2,1,1,2,2,4,3,3,3,2,2,3,3,4,3,3,3,2,5,2,1,1,1,1,3,3,2,3,3,2,2,2,3,3,2,2,3,4,5,5,3,2,2,3,99,3,3,3,1,1
379,8,2,1,38,2,2,3,1,2,2,1,1,2,2,3,3,1,1,2,2,1,1,3,2,1,3,1,2,3,9,3,3,2,4,2,2,2,3,3,2,2,2,1,2,1,1,1,2,1,2,3,2,2, ,2,2,2,4,4,3,3,1,2,2,4,2,1,3,1,2,2,1,1,1,3,3,2,2,2,3,3,1,2,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,3,1,2,3,2,2,1,3,2,1,4,2,2,98,4,2,3,4,4,2,1
380,8,2,1,37,1,2,4,2,1,2,2,2,2,2,3,1,5,1,3,3,4,4,4,4,4,3,1,2,1,7,3,2,2,3,3,1,1,1,3,3,2,2,1,2,1,1,1,2,2,3,3,2,3, ,2,3,3,3,3,3,3,1,2,2,3,2,3,4,1,2,2,2,2,3,3,3,3,4,4,4,4,1,2,3,2,2,2,1,2,2,2,1,1,1,1,2,2,2,3,3,3,2,2,2,2,3,4,2,3,2,4,4,2,2,98,4,6,4,4,4,1,13
381,8,2,2,37,4,3,6,3,3,2,2,3,2,2,3,3,1,3,4,4,3,4,3,4,3,3,3,2,5,9,3,3,2,3,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,3,3,2,3, ,2,2,3,2,2,2,2,2,3,3,2,2,1,4,1,3,3,2,2,1,1,1,1,3,3,3,4,3, ,2,2,2,2,1,2,2,2,2,3,3,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,3,3,3,2,2,2,4,3,6,3,3,3,1
382,8,2,2,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,2,1,1,3,2,6,6,2,1,1,4,3,1,1,3,4,3,2,1,1,1,1,1,1,2,2,3,3,1,1, ,2,2,2,5,5,4,4,1,1,1,3,1,3,1,1,3,3,2,2,3,3,4,4,4,4,4,3,2,1,1,1,4,4,1,1,1,3,1,1,1,2,2,2,1,4,1,3,3,1,1,1,1,1,3,3,2,1,3,1,2,3,4,9,4,3,3,1,1
383,8,2,2,39,2,2,3,2,1,1,2,1,1,1,3,3,5,2,2,3,2,2,3,3,2,3,1,2,2,3,3,2,2,3,4,4,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,3,3,3,3,2,2,3,3,3,2,3,5,1,3,3,3,3,1,1,2,2,3,3,3,3,2,3,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,3,3,2,2,2,4,4,5,5,3,3,2,2,1,4,2,5,3,3,3,8
384,8,2,2,30,2,2,2,3,2,2,2,3,3,2,1,1,1,3,3,5,5,3,4,4,5,3,1,5,1,8,4,4,2,2,4,3,4,4,4,4,2,2,2,2,1,1,1,1,1,1,2,1,4,4,3,4,4,3,3,3,3,1,2,3,3,3,2,3,4,3,2,2,2,3,3,4,4,3,3,3,3,2,2,3,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,4,4,3,2,2,2,2,1,2,4,4,4,2,3,2,98,3,9,3,4,4,6,14
385,8,2,2,38,2,2,2,3,2,2,2,2,1,3,3,2,5,3,3,2,1,2,2,2,2,3,3,2,2,4,4,3,2,2,4,2,2,4,4,4,2,2,2,2,1,1,1,2,2,3,3,2,3, ,3,3,3,3,3,3,2,2,3,3,3,3,1,3,1,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,2,5,4,2,2,2,4,9,3,4,4,4,1
386,8,2,2,37,1,2,3,2,2,2,1,2,2,3,1,1,3,2,3,3,2,1,4,4,3,2,3,2,2,4,3,4,1,4,3,2,2,4,4,2,2,2,1,2,1,1,1,2,2,3,4,3,3, ,2,3,3,3,3,3,2,2,3,2,3,2,1,5,1,1,2,2,3,1,1,3,2,4,4,3,3,2,1,1,2,2,3,2,2,1,1,3,1,1,1,2,2,3,2,3,4,3,2,2,2,2,2,2,4,3,4,5,3,2,98,3,9,3,3,4,1,12
