id,dem03,dem03_raw,dem04,dem01,dem14_01,dem14_01_raw,Q2,Q3,Q4,uni04_01,uni04_02,uni04_03,uni04_04,Q5_1,Q5_5,Q5_2,Q5_3,Q5_9,Q5_6,Q6,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,uni10,uni11,Q11,Q12,nk01,Q13,nk04,Q14,Q15,nk06,nk07_01,nk07_02,nk07_03,nk07_04,nk07_06,nk07_07,nk08_01,nk08_02,nk08_03,nk08_04,nk09_01,nk09_02,nk09_04,nk09_05,nk09_06,nk09_07,nk10,nk11,nkp10,nkp01,Q18,nkp03,nkp06,nkp07_01,nkp07_03,nkp07_05,nkp07_06,nkp07_08,nkp07_11,nkp09_01,nkp09_02,nkp09_03,nkp09_04,nkp09_05,int01,Q19_1,Q19_2,Q19_3,Q19_4,Q20,int04_01,int04_02,int04_03,int04_04,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25_1,Q25_2,Q25_3,Q25_4,Q26_1,Q26_2,Q26_3,Q26_4,int12_01,int12_02,int12_03,int12_04,int13,int14,sk02_01,sk02_02,sk02_03,sk02_04,sk02_05,sk02_08,sk05_08,sk05_09,sk05_01,sk05_03,sk05_05,sk05_10,sk05_06,sk05_11,sk09,sk10,sk01,nk12,sk07,Q27,sk18_02,sk17_01,sk22_01,sk22_02,sk22_03,dem08,dem08_raw,dem05,dem07,dem07_raw,dem06,dem09,dem09_raw,dem10,dem11,dem12,dem13,wt
988,2,6,1,1,2,36,2,2,4,2,2,2,1,2,1,3,4,1,1,1,3,3,4,4,4,4,4,5,3,3,3,4,2,3,4,4,3,2,3,3,3,3,4,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,3,2,1,2,2,2,3,3,3,3,3,3,3,2,1,2,3,3,2,1,3,1,1,1,2,1,1,2,3,3,4,4,4,4,1,1,1,1,3,2,2,3,3,2,2,1,2,2,2,1,2,2,2,2,2,2,7,3,2,3,5,2,2,3,2,4,6,2,3,4,98,4,9,3,3,1,6,0.83
989,2,6,1,1,2,33,1,2,3,2,1,1,1,2,3,2,3,1,1,5,2,3,3,3,3,4,5,5,2,3,1,5,2,3,3,4,4,2,3,3,4,4,4,3,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,2,2,2,2,1,3,1,1,2,2,2,3,3,3,3,2,3,3,3,2,2,2,2,3,2,1,4,4,2,5,5,3,2,3,2,2,2,2,2,2,2,8,3,3,3,2,4,3,3,3,2,2,2,3,4,98,3,7,4,4,4,6,0.83
990,2,6,1,1,1,20,3,2,4,3,3,3,2,2,2,2,4,3,3,5,3,3,4,3,4,5,5,4,3,3,1,4,4,2,3,3,2,2,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,5,4,4,2,5,3,3,3,3,3,3,2,5,5,2,3,4,2,2,2,2,3,4,4,2,2,1,1,2,2,3,3,2,1,3,1,2,2,1,3,3,1,2,2,2,2,2,5,5,5,5,5,2,4,3,1,1,2,3,3,2,2,2,7,2,3,3,5,2,3,3,3,6,10,1,3,4,3,4,10,3,3,1,6,0.83
991,2,6,1,1,1,22,3,3,5,3,3,2,3,3,2,3,3,3,3,5,3,3,4,4,5,5,5,5,3,3,1,4,4,3,3,3,4,2,3,3,4,3,2,3,2,2,2,2,1,1,2,2,2,2,2,1,5,3,3,3,2,3,4,2,2,2,2,1,3,2,2,2,2,3,4,2,2,2,3,4,2,3,1,3,4,1,1,4,3,1,2,3,3,3,4,4,3,1,1,1,1,2,4,5,3,5,2,2,2,2,2,1,1,2,3,3,1,3,3,8,2,3,3,5,2,1,3,3,3,3,1,3,4,98,4,9,4,3,2,6,0.83
992,2,6,1,2,2,31,5,4,6,4,4,4,4,4,3,3,3,3,3,1,4,4,5,5,5,5,5,5,3,3,2,3,2,4,4,5,4,3,3,3,4,2,3,2,2,2,1,2,1,1,1,1,1,1,3,1,5,3,2,3,5,3,3,3,2,1,3,2,4,4,4,4,3,3,3,3,3,2,2,3,4,2,1,3,4,1,1,1,1,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,2,5,3,3,3,1,2,2,2,2,2,2,1,2,2,6,3,3,3,5,3,1,1,1,2,2,1,3,4,99,4,10,2,3,1,11,0.82
993,2,6,1,2,2,35,3,2,4,2,2,2,2,2,2,2,2,2,2,1,3,4,4,4,2,3,3,3,1,1,2,3,2,3,3,3,2,2,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,3,3,3,3,3,3,1,3,3,3,3,2,4,4,4,4,2,2,3,3,2,1,3,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,1,2,4,4,4,4,4,4,2,2,2,2,2,2,3,2,3,1,7,2,3,3,5,2,3,3,3,2,2,2,2,3,98,3,7,2,3,2,6,0.82
994,2,6,1,2,1,20,3,3,5,3,3,3,3,3,3,3,3,3,3,2,4,4,3,3,3,3,3,3,2,2,4,3,5,4,4,5,4,2,4,4,4,4,4,4,2,1,2,2,4,1,1,1,1,1,1,1,5,3,4,4,4,5,1,1,1,1,1,1,1,3,3,3,4,1,1,1,1,3,4,4,4,4,1,1,4,1,1,4,4,1,1,4,4,2,4,4,4,1,1,2,2,3,2,5,5,5,5,5,5,1,1,1,1,1,4,4,4,3,3,4,4,4,3,5,4,3,3,3,3,3,1,2,3,99,4,10,3,4,1,6,0.75
995,2,6,1,2,1,28,3,2,2,2,3,2,2,1,2,1,4,2,2,1,3,3,4,5,4,3,4,4,3,1,1,4,4,3,3,3,3,2,4,4,4,2,2,3,2,1,1,2,2,2,3,3,3,2,2,1,5,2,2,2,2,3,4,2,2,2,3,1,1,2,2,2,3,4,4,2,2,2,3,3,2,2,2,4,1,1,3,1,3,1,2,3,3,3,3,4,4,1,2,2,1,3,3,5,5,5,2,2,1,2,3,2,3,2,3,2,2,2,2,8,3,4,3,5,2,4,4,2,3,3,1,3,4,98,4,12,2,3,1,6,0.75
996,2,6,1,2,1,19,2,2,5,2,3,3,2,3,3,3,3,1,2,1,3,4,5,5,5,5,5,5,3,1,1,3,1,4,4,4,3,2,4,3,3,4,4,3,2,2,1,2,1,1,1,2,1,1,2,1,2,3,3,3,3,4,4,1,3,1,3,1,3,4,3,3,3,5,4,2,2,1,2,2,3,3,1,3,3,1,1,3,1,3,3,3,3,3,3,3,3,1,1,2,1,3,2,2,2,3,2,2,5,2,3,2,2,2,2,1,1,2,2,7,2,3,4,5,2,3,4,2,6,10,1,3,4,98,4,10,3,3,1,6,0.75
997,2,6,1,2,1,24,4,2,3,2,2,2,1,2,2,3,2,3,2,3,2,3,4,4,3,4,3,4,2,1,4,3,3,2,4,3,3,1,4,3,4,3,4,4,2,2,2,2,2,3,2,3,1,1,2,1,2,2,3,2,3,2,2,2,3,2,3,1,1,2,3,3,3,3,3,3,3,2,2,2,3,3,1,3,1,1,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,2,4,4,4,4,4,4,2,2,2,2,2,3,2,2,2,2,6,4,3,3,5,3,3,3,3,2,2,1,3,4,98,3,7,4,4,3,6,0.75
998,2,6,1,1,4,65,2,2,3,2,2,3,1,2,1,2,3,2,1,1,3,3,4,5,3,5,3,5,3,3,1,2,4,4,4,3,4,1,3,3,3,2,2,3,2,1,2,2,1,1,1,3,2,2,1,1,4,3,3,1,3,4,5,1,2,1,1,1,3,2,2,2,2,5,5,3,4,3,4,3,2,1,1,3,2,1,1,2,1,1,2,3,2,3,3,4,4,1,2,2,2,2,2,2,2,3,3,3,2,3,4,2,2,3,3,3,1,2,1,9,2,2,5,1,1,3,2,3,6,12,2,2,3,1,4,9,4,4,1,6,0.45
999,2,6,1,1,4,60,1,1,1,1,1,1,2,1,2,2,3,2,2,5,2,2,2,2,2,4,4,3,1,1,4,4,2,2,3,5,4,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,1,4,2,2,2,1,1,1,3,2,2,2,1,3,3,3,2,1,4,3,3,4,2,2,2,3,2,4,3,4,1,3,3,3,3,3,3,3,1,2,2,3,1,1,2,2,3,2,2,2,3,3,3,3,2,1,2,1,3,4,3,2,3,1,6,2,3,4,1,2,1,1,1,3,5,2,3,4,98,4,9,3,3,1,10,0.45
"1,000",2,6,1,1,4,52,1,2,5,2,2,2,2,1,1,1,4,1,1,3,2,3,3,4,2,4,4,5,2,1,1,3,5,3,3,4,3,1,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2,3,2,1,2,4,2,2,1,1,3,3,1,3,3,4,4,4,4,1,1,1,1,1,1,3,1,1,3,3,3,1,2,3,3,3,3,3,3,1,1,2,2,2,2,2,3,3,2,2,2,1,2,1,1,1,2,2,1,3,2,8,2,2,4,1,3,1,3,1,2,2,2,3,4,98,4,10,3,3,2,6,0.80
"1,001",2,6,1,1,4,51,5,4,6,4,4,4,3,3,2,1,3,1,1,3,4,4,5,5,5,5,5,4,3,3,1,5,4,4,4,3,4,2,3,2,2,2,2,3,2,2,2,2,1,1,1,3,2,1,1,1,5,3,3,2,4,4,5,2,1,2,1,1,4,2,3,2,3,3,3,1,1,3,4,4,2,1,1,4,3,1,3,3,3,1,2,3,3,3,4,4,3,1,1,2,2,2,2,1,1,2,3,3,2,3,4,2,2,3,3,3,2,2,1,10,2,2,5,1,1,3,2,3,4,6,2,3,4,98,4,11,3,3,1,6,0.80
"1,002",2,6,1,1,4,50,3,2,4,3,2,3,2,2,1,2,3,2,2,1,3,3,5,4,5,5,4,5,3,1,2,2,4,3,3,4,2,2,3,3,3,2,2,2,1,1,1,2,3,2,3,3,3,3,1,1,1,2,2,3,2,2,3,4,2,3,3,1,1,2,2,2,2,5,4,4,4,1,3,3,2,1,1,5,1,1,3,2,3,1,2,3,2,3,4,3,4,1,2,2,1,3,3,2,2,3,2,2,2,2,3,1,2,1,3,1,1,2,2,8,3,3,4,1,2,3,3,2,2,2,2,2,3,98,3,7,5,5,3,6,0.80
"1,003",2,6,1,1,4,56,2,3,2,3,3,3,2,3,3,4,4,1,1,2,2,3,4,4,2,4,5,5,2,1,3,2,2,4,4,5,2,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,5,2,2,2,2,2,3,2,1,1,3,1,5,4,4,4,2,5,5,5,5,1,1,2,3,2,1,3,1,1,1,3,1,1,2,3,3,4,4,4,4,2,2,2,2,3,2,3,3,3,2,3,2,2,2,2,1,2,2,2,1,2,1,6,3,3,3,1,2,1,4,2,2,2,2,3,4,2,4,10,3,3,1,6,0.80
"1,004",2,6,1,1,1,19,5,3,6,4,4,3,3,2,2,2,4,3,3,2,3,3,5,4,5,5,4,5,2,2,2,4,3,4,4,2,4,3,4,4,4,2,2,3,2,1,2,2,2,2,3,3,3,3,2,1,5,2,2,2,3,4,4,2,2,2,1,1,1,2,2,3,2,5,5,3,1,1,3,1,4,4,1,3,1,1,3,2,3,1,2,3,2,3,2,3,3,1,2,2,2,2,2,5,5,5,3,3,2,2,2,3,2,2,3,2,2,2,2,7,2,2,3,5,3,2,4,2,3,3,1,3,4,98,3,7,5,4,1,6,0.83
"1,005",2,6,1,1,1,19,2,3,6,2,4,4,2,3,3,3,3,1,3,1,4,4,5,5,5,5,5,5,3,1,1,3,2,4,4,5,3,2,4,4,2,4,4,2,2,1,1,2,1,1,1,2,2,1,1,2,4,4,4,3,4,4,5,5,2,3,5,2,3,3,3,2,3,5,4,5,5,3,3,2,2,3,1,5,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,3,2,5,5,5,2,2,2,4,4,3,4,4,3,4,2,4,4,6,4,4,3,5,3,2,4,1,6,10,1,3,4,98,4,10,4,4,2,6,0.83
"1,006",2,6,1,1,1,24,3,1,5,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,1,2,2,2,1,1,2,3,2,3,3,3,2,2,4,4,4,4,4,4,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,3,2,3,3,3,3,3,3,1,3,3,3,3,2,5,5,5,5,2,2,2,2,2,1,3,1,2,2,3,3,1,2,4,2,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,1,8,2,2,3,5,2,3,3,3,3,4,1,3,4,98,1,3,3,3,2,6,0.83
"1,007",2,10,2,2,4,60,2,2,5,2,2,2,2,2,2,2,2,2,2,1,4,4,5,5,5,5,5,4,3,3,1,3,5,4,3,4,3,2,4,4,3,3,4,4,2,2,2,2,4,3,3,3,3,3,2,1,5,3,3,3,5,3,3,3,3,3,3,2,2,2,3,3,3,2,3,2,3,1,3,3,3,3,1,3,1,1,1,4,3,1,3,3,4,3,2,3,2,3,3,3,3,3,3,5,5,5,5,5,5,1,2,2,2,2,2,2,2,2,2,6,3,4,3,1,1,3,4,1,5,9,2,2,3,2,2,6,4,3,1,10,0.80
"1,008",2,10,3,2,4,59,4,4,5,2,2,2,2,2,2,2,2,2,2,1,3,3,4,4,3,3,3,3,1,1,2,3,2,2,2,3,2,2,4,4,2,4,4,2,2,2,2,2,2,2,2,2,2,2,1,2,5,2,2,3,2,2,2,2,2,2,2,1,3,1,1,1,2,4,4,4,3,1,2,2,2,2,1,3,1,2,2,3,3,1,1,3,2,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,7,2,2,3,2,3,3,3,3,2,2,2,2,3,1,3,8,3,3,2,10,0.83
"1,009",2,10,2,2,4,50,3,2,3,2,2,2,2,2,3,2,3,2,2,3,2,3,4,4,4,4,5,4,3,3,1,3,2,3,3,3,2,2,4,3,2,2,4,3,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,3,3,3,2,1,3,2,2,2,3,3,2,3,2,3,3,3,2,2,2,3,2,3,1,3,3,1,2,3,2,1,3,3,4,2,3,3,3,2,2,3,3,1,2,3,3,3,2,2,2,1,2,2,2,2,2,3,2,3,2,6,2,3,3,1,2,3,2,3,2,2,2,2,3,1,2,6,4,4,2,10,0.83
"1,010",2,10,2,2,4,55,4,2,3,3,2,3,2,3,2,3,3,3,1,1,3,3,4,5,4,5,4,3,3,3,2,3,4,4,4,2,4,1,4,4,4,3,2,2,2,1,1,2,3,2,3,2,2,2,1,1,1,2,2,3,2,3,4,4,2,2,2,1,1,2,2,2,3,3,3,2,2,2,4,4,2,1,1,4,1,1,3,1,3,3,2,4,2,3,3,4,4,2,1,1,2,3,3,1,1,3,2,2,2,2,3,1,2,3,3,1,1,2,2,9,2,4,4,1,2,3,3,1,5,9,2,2,3,98,3,8,3,3,1,10,0.83
"1,011",2,10,2,2,4,50,2,2,3,3,2,3,1,1,2,1,3,2,2,3,2,2,4,5,4,5,5,5,1,1,1,2,2,3,3,3,3,2,1,4,4,4,2,2,2,1,2,2,2,1,2,3,3,3,2,1,4,2,2,3,2,2,3,3,4,2,3,1,1,1,2,2,2,5,5,4,4,2,2,2,3,3,1,2,1,1,3,2,3,3,3,3,3,3,3,3,4,1,1,2,2,2,2,2,2,4,2,2,2,2,3,2,2,2,3,3,2,2,2,9,2,4,4,1,2,4,4,2,2,2,2,2,3,98,4,9,3,3,1,10,0.83
"1,012",2,10,3,2,3,43,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,3,4,3,2,2,2,2,1,1,2,3,2,3,3,3,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,3,3,3,3,3,3,3,3,2,4,3,3,3,2,4,4,4,3,2,2,2,2,2,1,3,1,2,2,2,2,1,2,1,2,3,3,3,3,2,2,2,2,1,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,7,2,2,3,5,3,3,3,3,5,9,2,1,2,98,2,6,3,4,3,10,0.73
"1,013",2,10,2,2,3,49,1,2,3,1,1,1,1,2,2,2,4,1,1,3,2,3,3,2,2,2,2,2,2,2,2,3,2,2,3,4,2,2,4,3,3,3,4,3,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,2,4,4,4,4,1,2,2,3,2,1,2,1,1,2,2,2,1,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1,3,3,3,2,2,5,2,2,2,2,3,2,2,2,5,9,2,2,3,98,4,9,4,4,2,10,0.73
"1,014",2,10,2,2,3,44,4,2,3,1,3,2,2,2,2,2,3,2,2,2,1,3,2,2,3,2,4,4,3,2,2,2,2,2,4,4,4,2,3,3,3,2,3,2,2,1,1,2,1,1,2,2,2,1,3,3,3,2,3,2,2,1,1,2,2,2,2,2,4,3,3,3,2,4,4,5,3,1,99,99,99,99,1,99,3,1,1,3,1,1,3,3,3,2,3,3,2,1,2,2,2,1,2,3,3,4,2,4,2,2,3,2,1,2,3,3,2,3,1,8,3,1,5,1,1,2,2,3,2,2,2,3,5,98,4,11,1,1,1,10,0.73
"1,015",2,10,2,2,3,49,3,2,4,3,3,2,2,2,2,2,3,3,2,1,3,3,4,4,3,4,5,4,3,1,1,3,4,2,3,3,2,2,4,4,4,3,3,3,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,3,4,4,2,2,2,2,2,1,1,1,1,5,5,3,4,2,2,3,99,99,1,4,4,1,3,2,2,3,3,3,3,4,4,4,4,1,1,2,2,3,3,2,2,3,2,2,1,2,3,1,2,3,3,1,1,2,2,8,2,4,4,1,2,3,3,2,5,9,2,3,4,3,4,11,3,5,2,10,0.73
"1,016",2,10,3,2,2,39,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,4,4,2,3,3,3,1,1,2,3,2,3,3,3,2,2,4,4,2,4,4,4,2,2,2,2,1,1,1,2,3,1,1,2,5,2,2,2,2,3,3,3,3,3,3,1,3,2,2,2,2,4,4,4,3,2,2,3,3,2,3,1,1,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,7,2,2,3,2,3,3,3,3,4,6,2,3,4,98,4,12,2,3,2,10,0.74
"1,017",2,10,2,2,2,39,2,2,4,4,3,2,3,3,3,1,3,2,1,1,3,3,2,5,5,5,5,5,1,2,2,2,2,3,4,5,3,1,4,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,5,3,4,3,2,2,2,2,2,1,1,1,3,1,1,3,1,4,4,3,3,1,2,99,2,1,3,1,1,3,3,2,1,1,2,3,4,3,3,2,3,1,1,2,2,1,1,3,3,4,4,2,2,1,3,2,1,1,3,3,1,4,1,7,3,3,4,2,4,5,1,1,5,9,2,3,4,2,3,8,3,4,2,10,0.74
"1,018",2,10,2,2,2,39,3,2,3,1,3,2,2,2,3,2,3,2,2,5,3,3,2,1,3,3,4,4,2,2,2,2,2,2,2,2,4,2,3,2,2,3,4,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,2,2,4,3,4,2,3,3,2,4,2,3,2,3,4,4,3,4,2,2,3,3,3,1,2,2,1,2,2,2,3,3,3,3,3,3,2,3,1,1,2,1,3,3,3,3,4,4,3,3,2,1,1,1,3,3,2,2,3,1,5,3,3,2,1,2,3,4,3,4,6,2,3,4,3,4,9,2,3,1,10,0.74
"1,019",2,10,2,2,2,31,4,4,6,3,3,2,2,2,2,3,3,3,1,1,3,3,5,5,4,5,5,4,3,3,4,4,4,3,3,2,2,2,4,3,4,3,3,2,2,1,2,2,2,2,3,3,3,3,2,2,5,2,2,2,2,3,3,4,2,3,3,1,1,2,2,2,3,4,4,3,3,2,3,4,3,2,1,4,1,1,3,2,2,3,2,3,3,3,4,4,3,2,2,2,3,3,3,5,5,4,3,3,3,2,3,2,2,2,3,3,2,3,3,5,2,4,3,5,3,2,4,1,2,2,2,3,4,98,3,8,4,4,3,10,0.74
"1,020",2,10,3,2,1,22,5,3,5,2,2,2,2,2,2,2,2,2,2,1,2,3,4,2,2,3,3,2,1,1,2,3,2,3,3,3,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,3,3,3,3,3,3,3,3,1,3,3,3,3,2,3,3,3,3,2,2,3,3,2,1,3,1,2,2,2,2,1,1,3,4,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,7,2,2,3,2,3,3,3,3,4,6,1,2,3,98,1,3,3,4,3,10,0.83
"1,021",2,10,2,2,1,24,3,3,6,3,2,2,2,2,3,1,3,2,1,3,2,3,5,5,5,5,4,5,2,2,1,3,2,3,4,5,3,1,2,2,2,3,3,3,2,2,1,2,1,1,1,2,2,2,2,1,5,3,3,4,3,2,2,1,2,1,3,2,2,2,1,1,2,3,3,2,3,1,2,2,3,1,1,4,2,1,2,4,3,1,2,3,3,3,3,4,3,1,1,1,1,1,2,4,4,4,2,2,1,1,1,1,1,2,2,2,1,4,2,6,2,2,2,2,4,2,4,3,6,10,1,3,4,2,2,5,4,4,3,10,0.83
"1,022",2,10,2,2,1,20,2,4,2,3,3,2,3,2,2,2,3,2,2,5,2,2,4,3,4,4,3,3,3,3,3,2,5,2,2,2,2,2,4,4,4,3,2,2,2,1,2,2,2,2,1,2,3,3,2,2,4,2,2,2,2,3,3,4,4,1,1,1,1,2,2,3,2,5,5,3,4,2,3,3,4,2,1,3,4,1,3,2,2,1,2,3,2,4,4,3,3,2,2,3,3,3,3,2,2,3,2,2,1,2,3,2,2,3,3,2,1,2,2,5,2,4,3,5,2,2,4,2,3,3,1,2,3,98,4,11,3,3,1,10,0.83
"1,023",2,10,3,1,4,65,1,1,3,2,2,2,2,2,2,2,2,2,2,1,3,3,4,4,2,3,3,3,1,1,2,3,2,2,3,3,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,5,2,1,2,2,2,2,2,2,2,2,1,4,2,2,2,2,3,3,3,3,2,2,2,2,2,1,3,1,1,2,3,2,3,1,3,4,4,3,4,3,2,2,2,2,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,7,1,2,4,1,1,2,2,2,1,1,2,1,1,98,1,4,3,4,3,14,0.78
"1,024",2,11,2,2,2,32,4,3,5,2,3,3,2,2,2,2,2,2,2,1,2,3,2,3,2,3,2,2,1,1,2,3,2,3,3,3,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,3,3,3,2,3,1,3,2,2,2,3,3,3,3,3,2,2,3,3,2,1,3,1,1,2,4,3,3,3,3,3,4,4,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,7,1,3,3,5,2,3,3,3,5,9,2,2,3,98,2,5,3,4,3,11,0.86
"1,025",2,11,2,2,2,37,4,2,4,3,3,3,3,3,2,1,3,3,2,3,1,3,2,5,4,4,4,5,3,3,1,3,2,3,3,4,2,2,2,2,3,3,4,3,2,2,2,2,1,1,1,1,1,1,2,2,2,3,3,2,2,3,3,1,2,1,3,1,4,4,4,4,3,3,3,3,1,1,2,3,2,2,1,3,2,1,1,1,1,1,3,3,3,3,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,2,1,2,1,8,3,3,4,2,2,1,3,2,4,6,1,3,4,98,4,9,3,4,1,11,0.86
"1,026",2,11,2,2,2,36,3,2,5,2,2,1,2,3,2,2,3,2,2,2,3,3,4,4,4,4,4,4,2,2,2,3,2,2,2,3,3,2,4,3,3,3,4,4,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,1,3,1,1,5,1,3,3,3,3,4,3,3,2,2,3,2,2,3,2,4,2,2,1,1,3,1,1,1,3,4,4,4,4,4,3,3,3,3,3,2,3,5,5,5,5,2,2,2,1,1,2,3,2,2,2,1,8,2,2,4,1,4,1,1,1,5,9,2,3,4,98,4,9,3,3,1,11,0.86
"1,027",2,11,2,2,2,37,1,2,5,2,2,2,2,2,2,3,3,1,2,2,3,3,5,5,5,5,5,5,3,3,3,3,1,3,3,4,3,3,3,3,3,3,4,3,2,2,1,2,1,1,2,2,1,1,3,1,1,2,2,2,2,2,2,4,2,1,2,1,2,2,2,2,3,3,3,3,2,1,2,2,3,2,1,3,3,1,1,3,1,3,3,3,3,4,4,4,4,2,2,2,2,3,2,5,5,5,2,5,2,1,3,2,1,2,3,3,2,2,2,7,3,3,3,5,2,2,3,2,4,6,2,3,4,98,4,10,3,3,1,11,0.86
"1,028",2,11,3,2,2,30,1,2,3,2,2,2,2,3,3,2,2,3,1,1,1,2,3,3,4,3,4,4,3,3,4,3,1,2,3,3,4,2,4,2,2,4,4,4,2,2,2,2,2,1,2,2,2,2,4,2,3,2,2,2,2,3,3,2,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,1,2,2,1,1,1,2,3,2,2,3,3,3,3,2,3,2,3,2,2,2,2,3,2,1,4,2,2,2,2,3,3,3,3,3,2,3,3,2,2,7,4,2,3,5,3,3,3,3,4,6,1,3,4,98,3,8,3,5,4,11,0.86
"1,029",2,11,2,2,2,32,2,2,6,1,1,2,2,2,3,2,2,3,2,1,2,3,2,2,1,3,2,4,3,3,4,3,5,3,4,4,2,2,4,4,3,3,3,3,2,2,2,2,2,1,2,1,2,2,2,1,1,4,2,2,1,2,2,2,1,2,2,2,2,2,2,3,3,2,2,3,3,1,2,2,3,2,1,3,1,1,2,2,2,3,3,3,3,2,2,3,3,2,2,2,2,3,3,4,3,3,2,3,2,2,2,3,3,3,3,3,3,2,3,7,2,2,3,5,2,3,3,3,4,6,2,2,3,98,3,8,3,5,4,11,0.86
"1,030",2,11,2,2,1,21,1,2,4,2,3,3,2,2,2,2,3,3,2,1,1,2,4,4,2,3,3,3,1,1,2,3,2,3,3,3,2,2,4,4,2,4,4,4,2,2,2,2,1,1,1,1,1,1,1,2,2,3,2,3,2,3,3,3,3,3,3,1,2,1,1,1,2,4,4,3,3,2,2,2,3,2,1,3,1,3,2,4,3,3,3,3,3,4,3,4,4,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,7,1,3,3,5,3,3,3,2,4,6,1,3,4,98,1,3,3,4,3,11,0.89
"1,031",2,11,2,2,1,29,3,2,5,3,2,2,2,2,2,1,3,1,1,2,2,3,2,3,1,5,5,5,2,1,1,4,2,3,3,4,1,1,2,2,3,1,3,2,2,2,2,2,1,1,1,2,2,1,2,2,2,3,2,3,3,2,1,3,2,1,2,1,2,3,2,3,2,4,4,3,3,1,1,1,3,3,1,4,1,1,3,2,3,1,3,1,3,2,3,2,3,1,2,2,2,3,2,5,5,5,3,5,2,1,2,1,1,2,2,1,2,3,2,9,2,2,3,5,2,2,2,2,4,6,1,3,4,98,3,7,3,3,1,11,0.89
"1,032",2,11,2,2,1,19,3,3,6,3,3,1,2,2,2,4,4,1,1,3,3,3,5,5,3,5,4,5,3,3,1,4,2,4,4,5,3,1,4,4,3,4,4,3,2,2,1,2,1,1,1,1,1,1,1,1,1,3,2,2,2,1,1,2,1,1,2,1,3,2,2,2,3,3,3,3,2,1,1,2,4,1,3,3,2,1,1,1,1,1,2,4,2,4,4,4,4,1,1,1,1,3,2,4,4,5,4,5,1,1,99,1,1,1,3,3,2,4,3,5,2,3,3,5,3,1,3,1,6,10,1,3,4,2,4,9,3,3,1,11,0.89
