id,wara,siz,ara,sex,wage,age,Q2,Q3,Q4,a15,a16,a17,a18,Q5_1,Q5_5,Q5_2,Q5_3,Q5_9,Q5_6,Q6,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,a35,a36,Q11,Q12,a39,Q13,Q14,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a64,a65,Q18,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,a80,Q19_1,Q19_2,Q19_3,Q19_4,Q20,b07,b08,b09,b10,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25_1,Q25_2,Q25_3,Q25_4,Q26_1,Q26_2,Q26_3,Q26_4,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b54,b55,b56,b57,b58,Q27,b60,b61,job,mar,edc,rel,inc,b70,b71,b72,b73,wt
1,4,1,1,2,51,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,4,4,5,4,4,2,2,1,2,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,3,2, ,3,3,3,2,2,1,2,2,4,2,4,1,2,2,4,2,3,4,4,3,3,2,2,2,3,2,1,4,1,1,2,2,3,1,2,3,3,1,2,3,4,1,1,2,2,2,3,4,4,4,3,3,1,2,1,1,1,1,1,1,1,3,2,1,2,3,8,1,2,2,3,2,4,1,3,3,2,1,98,2,3,5,1,12,1
2,4,1,1,1,61,4,3,2,5,3,3,2,1,2,3,2,4,1,1,1,2,3,3,4,2,3,4,3,2,2,1,2,3,4,4,2,4,4,3,4,4,3,2,2,1,2,1,1,1,1,1,1,3,3,3, ,4,3,2,4,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,2,2,3,4,4,4,1,3,1,1,1,1,1,1,2,1,2,3,3,3,3,1,1,2,2,2,2,2,2,3,5,1,1,2,2,3,1,1,3,4,2,3,1,2,3,4,6,3,3,2,2,3,3,1,2,3,2,2,2,1,4,3,1,8,1
3,4,1,1,1,63,4,1,2,3,3,2,3,1,1,1,1,3,1,2,1,2,3,3,3,4,4,2,2,1,2,1,1,3,4,4,2,1,1,1,1,3,1,2,2,1,2,1,1,1,1,1,1,2,4,3, ,4,2,2,3,1,2,2,2,4,2,1,1,2,2,2,2,2,4,4,4,4,1,2,1,4,2,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,3,1,2,3,3,1,1,2,1,1,1,1,1,3,1,3,3,1,1,4,4,3,4,3,1,1,3,4,3,3,2,1,98,1,5,3,3,11,1
4,4,1,1,2,62,4,1,1,3,3,3,3,3,2,2,2,2,2,2,1,2,3,4,4,1,1,4,4,3,3,2,4,3,4,4,2,4,3,3,4,4,3,2,2,2,2,1,1,1,1,2,2,1,2,3, ,2,2,3,3,2,4,4,4,3,3,3,1,4,4,4,4,3,3,3,3,2,1,2,3,3,2,1,3,4,1,3,3,1,1,3,3,1,1,3,3,2,1,1,1,1,1,1,3,3,3,3,3,2,1,2,3,1,1,2,3,2,4,2,3,3,4,6,3,2,3,2,2,3,4,4,5,2,1,1,1,5,6,1,12,1
5,4,1,1,1,33,2,3,4,5,3,3,3,3,3,3,3,3,3,3,5,3,4,4,5,4,4,4,3,3,3,2,3,3,3,3,3,4,3,3,3,4,4,2,2,2,2,1,1,1,1,1,1,3,1,3, ,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,1,2,2,2,2,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,2,1,4,2,1,1,4,6,3,5,4,2,4,3,5,3,3,2,2,98,2,5,6,3,1,1
6,4,1,1,1,31,2,4,2,4,3,2,2,2,2,3,1,3,1,1,1,3,3,3,5,3,5,5,5,3,1,2,2,4,4,3,1,4,4,2,4,4,4,2,1,2,2,1,1,1,1,1,1,2,1,3, ,3,2,4,3,3,3,3,1,3,1,1,1,3,1,1,2,3,5,5,5,5,1,3,1,4,3,1,2,2,1,2,4,2,1,2,3,2,4,4,4,4,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,3,4,1,2,4,4,3,2,5,2,1,2,3,1,2,2,1,2,2,4,3,4,1,4,1
7,4,1,1,1,30,2,4,3,5,3,3,3,3,3,2,2,3,4,2,3,3,3,4,4,4,5,3,5,2,2,4,5,3,3,3,1,3,3,3,3,3,3,2,1,1,2,1,1,1,1,2,1,1,1,5,1,4,4,4,4,4,2,2,2,2,2,2,2,1,2,1,2,4,4,4,4,4,2,2,2,2,2,1,3,3,1,2,2,1,1,1,1,1,3,3,2,3,1,1,1,1,1,3,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,2,2,2,7,1,2,1,2,2,1,8,1,3,1,3,98,2,2,4,1,10,1
8,4,1,1,1,38,2,1,2,2,1,2,2,2,2,3,1,3,2,2,1,1,3,4,4,4,4,2,3,3,3,2,2,2,3,2,2,3,1,1,2,4,2,2,2,1,2,1,1,1,1,1,1,2,2,2, ,2,1,3,3,2,2,2,3,2,1,3,2,2,1,1,1,2,4,4,4,4,1,2,2,3,2,1,3,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,3,3,2,2,2,1,2,2,7,2,3,4,2,2,3,8,3,3,2,3,98,3,4,4,2,14,1
9,4,1,1,1,32,2,2,2,2,3,2,3,2,2,1,1,4,2,2,1,2,3,5,5,5,5,5,5,2,1,3,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,1,1,1,2,2,1,3,2,4,1,3,3,4,4,2,3,3,4,1,3,5,2,2,1,1,3,3,3,3,2,2,2,2,2,4,2,1,4,3,1,4,4,4,1,2,3,2,4,4,4,4,1,2,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,2,1,4,4,3,3,5,4,1,1,2,2,4,4,2,2,2,2,4,5,5,8,1
10,4,1,1,1,36,2,2,2,3,3,2,3,1,1,1,1,3,3,2,3,3,3,5,5,5,5,5,5,3,3,3,2,2,2,2,2,4,3,3,3,4,3,2,2,1,2,1,2,2,3,3,3,3,2,3, ,3,2,3,4,1,2,3,4,3,4,3,2,2,3,3,4,2,4,4,3,4,1,2,2,3,3,3,1,1,2,2,2,2,3,3,1,3,3,3,2,3,2,2,2,2,2,1,5,5,2,2,2,2,2,2,2,1,2,2,3,2,3,1,2,2,3,5,2,4,4,2,3,2,8,3,2,2,3,3,1,4,4,2,4,1
11,4,1,1,1,33,2,4,2,6,3,3,3,3,2,2,3,3,3,3,1,3,2,2,3,4,4,4,4,2,2,2,2,1,3,2,2,3,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,3,1,3, ,3,3,2,2,2,4,3,2,2,3,3,1,2,3,3,4,4,5,5,5,5,1,4,1,4,1,1,3,4,1,3,3,3,4,4,4,4,2,3,3,4,2,1,2,2,3,3,4,4,3,4,4,3,1,1,1,1,1,1,1,1,4,3,3,3,3,5,3,3,3,3,3,3,8,4,2,1,2,98,2,5,5,3,4,1
12,4,1,1,1,32,2,2,2,3,2,1,2,2,2,1,2,2,1,1,5,3,3,5,4,5,4,3,4,3,1,2,2,3,3,2,2,4,2,4,4,4,4,2,2,1,2,1,1,1,2,2,1,2,1,3, ,3,3,3,2,2,2,2,3,2,1,3,1,2,2,2,3,3,3,3,3,3,1,3,2,3,3,1,4,1,3,4,2,3,3,3,3,3,3,2,3,2,2,2,2,2,2,1,2,3,5,2,2,2,2,1,2,1,2,2,2,3,3,2,1,2,3,5,2,4,4,4,3,3,4,3,4,2,3,2,2,3,4,2,1,1
13,4,1,1,2,30,2,3,2,5,2,2,2,2,2,2,2,3,3,2,3,3,3,5,5,5,5,4,4,3,1,1,1,3,3,2,2,2,2,3,3,4,2,2,2,2,2,1,1,1,1,1,1,2,2,3, ,2,2,3,3,3,2,2,3,2,2,2,2,3,3,3,3,3,3,3,2,2,1,3,3,3,2,2,3,1,1,1,1,1,3,3,3,3,3,3,2,2,1,1,1,1,1,2,2,2,2,2,5,1,2,1,2,1,1,1,3,3,3,3,2,3,3,7,2,3,2,3,3,3,1,3,3,1,3,98,4,4,4,1,4,1
14,4,1,1,1,22,1,2,2,6,2,3,3,3,1,1,1,3,2,1,3,2,2,1,2,2,1,2,2,3,1,2,2,1,1,4,2,4,3,3,2,2,1,1,2,1,2,3,3,3,3,2,1,1,3,1, ,2,2,3,2,3,2,5,4,3,2,1,4,4,3,3,2,3,1,3,2,5,1,1,3,3,4,5,3,3,1,1,2,1,4,3,3,1,2,2,2,1,3,1,2,3,2,1,1,2,3,2,2,2,1,2,3,2,2,2,2,1,4,3,1,2,3,5,1,1,2,4,1,2,7,4,6,1,3,2,2,3,3,2,4,1
15,4,1,1,1,19,1,2,2,2,3,2,2,2,1,1,2,2,2,3,1,3,3,4,4,2,4,4,4,2,1,1,1,3,2,2,3,2,2,4,3,3,2,2,2,1,2,1,1,2,2,3,2,2,2,2, ,2,2,4,3,1,2,1,4,4,4,2,2,2,3,3,3,2,5,5,3,2,1,2,2,3,2,3,1,1,1,2,2,1,1,2,3,4,2,2,2,3,3,1,1,4,4,1,2,3,3,2,2,1,2,1,2,2,2,2,3,3,2,2,2,2,4,6,2,4,4,3,3,2,7,3,6,1,3,2,3,3,4,3,4,1
16,4,1,1,1,27,1,1,2,2,1,1,1,3,2,1,1,3,1,1,5,1,3,2,4,4,4,4,5,2,1,2,1,2,2,2,2,3,3,4,4,4,4,2,1,2,2,1,1,2,2,3,2,3,3,3, ,3,3,4,3,3,2,2,4,1,1,1,2,2,3,2,2,2,3,2,1,1,1,2,2,3,2,1,4,1,1,2,2,2,1,2,2,2,2,3,2,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,2,2,8,2,3,3,4,3,4,1,1,2,1,3,2,4,3,4,3,4,1
17,4,1,1,1,20,1,2,2,2,3,2,3,2,1,1,1,3,2,1,5,2,2,3,4,2,3,3,3,3,3,2,2,1,2,1,3,4,3,4,4,4,3,2,2,2,2,1,1,2,2,2,3,4,2,4,2,3,2,3,3,1,3,2,3,2,2,2,2,2,3,3,3,2,4,4,4,4,1,2,2,4,1,1,1,1,1,2,2,2,1,3,1,3,3,3,3,3,1,1,2,2,2,1,2,2,3,2,2,1,2,1,3,2,2,2,3,3,1,2,1,2,3,7,4,3,2,2,2,2,7,3,6,1,3,98,4,2,3,1,4,1
18,4,1,1,1,21,1,1,1,5,3,2,3,1,2,1,1,4,1,1,3,1,2,4,4,2,2,5,5,3,3,2,2,4,4,4,1,2,2,4,4,4,4,2,2,1,2,1,1,3,2,2,2,2,4,4,1,3,2,4,4,3,2,2,3,1,1,1,1,1,3,3,3,2,5,5,5,5,1,2,2,4,1,1,3,1,1,1,1,1,2,1,3,3,3,3,3,1,1,1,1,1,3,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,4,5,2,4,2,2,2,4,7,3,6,1,3,98,3,3,2,1,4,1
19,4,1,1,1,27,1,2,2,3,2,1,2,2,2,2,2,3,1,1,3,2,2,3,3,2,3,5,5,2,2,2,2,4,3,3,1,4,2,4,4,4,4,2,2,2,2,1,1,1,2,2,1,3,3,4,2,4,3,3,2,3,3,2,2,2,1,2,2,2,2,2,3,3,4,4,3,3,1,2,2,3,2,1,3,1,1,1,1,1,3,3,3,3,3,4,4,3,2,2,2,2,2,3,2,2,3,2,2,2,2,1,1,1,1,1,3,2,2,1,1,1,4,7,2,3,2,2,2,2,4,2,4,1,3,3,4,3,3,2,10,1
20,4,1,1,1,28,1,4,3,5,2,2,2,1,1,1,1,4,2,2,5,2,2,5,5,5,5,5,5,3,3,2,1,2,3,3,2,3,2,3,2,4,4,2,2,2,2,1,1,1,2,2,2,3,4,1, ,2,3,3,3,1,3,3,3,3,3,3,1,1,1,1,1,2,4,4,3,4,1,3,2,3,3,1,1,1,1,1,1,1,1,2,1,3,3,3,3,3,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,3,3,2,3,1,1,4,5,2,5,4,4,2,3,8,4,4,1,3,98,4,3,4,1,1,1
21,4,1,1,1,23,1,2,3,5,2,2,1,1,1,1,1,1,1,1,2,2,3,5,2,3,5,3,3,1,1,1,2,2,3,1,1,2,2,4,3,3,3,2,2,1,2,1,1,1,3,2,2,1,4,2, ,1,2,3,1,2,1,1,1,1,1,1,1,3,2,4,4,3,4,4,4,3,1,3,3,3,3,2,3,4,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,4,4,3,4,5,1,3,1,2,1,1,2,4,3,2,1,1,2,4,4,2,3,3,2,3,3,3,3,6,1,3,2,3,4,4,1,4,1
22,4,1,1,2,21,1,2,2,2,2,2,1,2,2,2,1,3,1,2,3,4,3,4,4,5,4,5,5,2,2,1,1,3,3,3,1,2,3,3,3,3,3,2,2,1,2,1,1,1,2,2,1,1,2,3, ,1,2,3,3,2,4,2,3,2,2,2,1,2,2,1,2,2,4,4,4,2,1,2,2,3,2,1,4,1,1,3,4,3,1,2,3,4,3,3,3,3,1,1,2,3,3,3,3,3,3,3,3,2,2,1,2,1,2,2,2,2,3,1,2,2,4,7,1,4,2,2,3,3,7,2,6,1,3,2,2,3,4,1,4,1
23,4,1,1,2,19,1,4,2,5,3,3,2,2,2,1,1,2,2,1,3,3,3,5,3,5,5,5,5,3,2,2,4,4,3,2,1,3,2,2,4,3,4,2,2,1,2,1,2,1,1,1,1,1,1,4,1,3,2,3,3,2,3,2,2,3,2,2,2,2,2,3,3,2,4,4,4,4,1,2,2,3,2,4,1,1,1,1,1,1,3,2,3,2,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,4,2,2,2,4,6,1,5,2,2,2,2,7,3,6,1,2,2,3,3,4,2,4,1
24,4,1,1,2,19,1,3,2,1,1,3,1,2,1,1,1,1,1,1,3,1,3,5,5,5,3,5,5,3,1,2,2,2,2,1,1,1,4,4,4,4,4,2,2,2,2,1,1,2,1,1,1,1,5,3, ,1,1,2,2,5,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2,1,4,3,2,2,2,1,2,3,3,4,2,3,3,1,1,2,3,3,1,4,4,4,4,4,2,2,1,1,1,1,1,1,1,3,2,2,4,4,1,3,3,4,3,2,3,7,4,6,1,3,2,1,5,6,1,4,1
25,4,1,1,2,19,1,2,2,5,2,2,2,1,1,2,1,3,1,1,2,3,3,4,4,2,3,4,3,2,2,2,2,2,2,3,1,4,1,1,4,4,2,2,1,1,2,1,1,2,4,3,2,3,2,3, ,1,2,3,3,3,2,1,4,3,2,2,1,2,3,3,3,1,5,5,4,4,1,1,1,4,1,1,3,1,1,2,3,3,1,2,1,3,3,3,3,3,1,1,3,2,2,1,2,2,2,1,1,1,2,1,3,2,2,2,1,3,3,3,2,2,3,7,2,2,2,4,2,3,7,3,6,1,3,98,3,4,3,2,4,1
26,4,1,1,2,27,1,5,3,6,2,2,2,2,3,2,2,2,1,1,98,3,4,5,3,5,5,5,5,3,1,1,4,3,4,2,2,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,2,4,3, ,4,2,3,3,5,3,2,3,2,2,2,1,2,2,1,3,2,4,4,4,4,1,2,2,2,2,1,3,1,1,1,1,1,1,2,3,3,3,4,3,3,1,1,1,1,1,3,2,2,2,2,2,2,5,1,2,1,1,1,1,1,3,2,3,3,4,6,3,3,2,2,3,3,8,3,5,2,2,2,1,4,4,1,13,1
27,4,1,1,2,19,1,3,2,5,3,2,2,2,2,1,1,1,1,1,2,3,3,3,3,3,3,5,5,2,2,2,2,4,3,2,1,2,2,4,4,4,4,2,2,1,2,1,1,1,1,1,1,2,4,5,97,3,3,4,4,4,5,1,2,2,1,1,1,1,1,2,2,3,3,3,2,2,1,2,1,3,3,4,1,1,3,3,4,3,3,2,3,3,4,4,4,4,1,2,3,3,3,1,4,4,4,2,2,2,2,1,2,1,1,2,2,3,3,3,1,2,2,4,2,5,4,1,3,4,7,4,6,1,3,3,4,3,4,2,4,1
28,4,1,1,2,20,1,1,2,5,3,2,2,2,3,2,1,2,1,1,5,1,2,3,5,1,1,2,4,1,1,2,2,3,3,2,1,1,2,3,4,4,2,2,2,1,2,1,1,1,1,2,1,3,1,4,2,2,1,2,3,2,1,1,3,5,1,4,3,3,2,3,3,3,5,5,3,2,2,1,1,4,3,4,1,1,3,2,2,2,3,4,3,3,4,4,4,4,1,2,2,2,2,2,1,1,5,1,1,2,2,1,4,2,2,1,3,2,2,1,1,3,4,8,1,3,2,2,2,2,7,4,6,1,3,98,2,5,5,1,4,1
29,4,1,1,2,21,1,4,3,1,4,4,2,3,2,3,2,2,1,3,1,3,3,3,3,3,3,2,2,2,2,2,1,2,3,3,1,2,2,3,2,3,2,2,2,1,1,2,2,3,3,2,3,1,1,2, ,3,2,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,3,3,4,5,2,2,3,3,1,1,3,1,1,2,3,4,1,2,4,3,3,3,3,3,1,1,2,2,2,3,2,2,2,2,5,3,1,1,2,2,1,2,3,2,3,2,1,2,4,4,1,4,3,2,2,2,7,3,6,1,3,2,1,3,5,1,4,1
30,4,1,1,1,30,2,1,2,5,3,2,2,2,2,1,1,4,2,1,3,3,4,5,4,5,5,5,5,3,3,1,4,3,3,2,2,3,3,4,4,4,4,2,2,2,2,1,1,1,2,2,1,2,1,3, ,3,3,3,3,2,2,2,3,3,1,2,1,2,2,3,4,3,3,4,1,1,1,2,2,3,3,2,3,1,1,2,2,1,1,3,4,3,3,3,3,3,1,1,1,2,2,1,1,3,4,1,2,1,2,1,2,1,1,1,2,2,4,3,2,2,1,4,2,3,4,3,3,3,8,4,4,1,3,98,2,4,5,3,4,1
31,4,1,1,2,47,3,2,2,4,2,1,2,2,2,2,2,2,2,2,1,2,3,2,2,3,4,3,3,3,3,2,2,1,3,3,2,4,3,2,3,4,3,2,2,2,2,1,1,1,1,1,1,1,2,2, ,2,2,3,3,2,4,2,4,1,2,3,1,2,2,3,5,3,2,3,3,3,1,2,2,2,2,1,3,1,1,1,2,2,1,2,1,3,1,3,2,4,2,1,2,2,3,3,2,2,2,3,3,1,2,1,2,1,1,2,4,3,3,2,2,2,2,5,2,3,4,3,2,3,2,3,2,2,3,3,4,3,3,1,4,1
32,4,1,1,1,56,4,1,1,3,1,2,2,2,1,3,2,2,3,3,97,1,3,5,5,2,4,2,2,2,1,1,2,3,4,3,3,3,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,3,2,1, ,2,1,4,3,1,1,2,5,1,2,5,1,1,2,3,5,2,4,4,4,4,1,2,2,3,2,3,2,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,3,2,3,3,2,2,1,2,2,1,1,1,2,3,2,3,2,1,3,2,8,3,5,4,4,2,2,1,3,2,2,3,98,4,3,4,1,3,1
33,4,1,1,1,50,4,2,2,3,1,2,2,2,2,2,2,2,1,1,2,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,2,4,3,3,3,4,2,2,2,2,2,1,1,1,1,1,1,3,3,3, ,3,2,2,2,2,3,2,3,2,1,1,1,2,3,3,3,2,4,4,3,2,2,1,2,4,1,1,3,1,1,1,1,1,1,2,3,2,2,3,2,3,1,1,1,1,1,2,2,2,3,3,2,1,2,1,1,1,1,1,1,1,3,2,2,2,4,6,2,2,2,2,2,2,3,2,6,2,2,98,1,5,4,1,4,1
34,4,1,1,1,57,4,1,2,2,1,1,1,1,1,1,1,4,3,1,2,3,3,4,4,4,4,4,4,2,2,1,4,2,3,2,2,3,3,3,4,4,4,2,1,1,2,1,1,1,1,1,1,3,4,3, ,2,2,2,3,1,1,1,1,3,1,1,1,2,3,1,3,2,5,5,5,5,1,1,1,4,4,1,3,3,1,1,1,1,1,2,3,3,3,3,3,3,1,1,1,1,1,2,1,1,3,3,3,1,2,2,3,2,2,2,2,2,2,2,3,3,4,5,2,1,2,4,2,3,8,2,2,2,3,98,2,3,3,1,4,1
35,4,1,1,1,52,4,4,1,4,3,3,3,3,3,2,1,3,1,3,1,3,3,2,2,2,4,4,3,3,2,2,5,1,3,3,2,3,2,4,4,4,2,2,2,2,2,3,1,2,2,2,3,2,3,3, ,2,2,2,1,2,3,2,4,3,2,1,2,4,3,2,3,2,4,4,3,2,1,2,2,3,2,1,1,3,1,2,4,4,1,3,4,2,2,2,2,2,1,1,2,3,3,3,2,3,3,4,3,1,1,2,3,1,1,2,3,3,3,1,2,2,4,3,3,1,2,3,3,4,1,2,2,2,1,98,1,5,4,1,10,1
36,4,1,1,1,59,4,1,1,2,1,2,1,4,4,1,1,3,1,1,1,4,3,1,5,1,5,5,5,2,2,2,2,1,1,1,3,4,4,3,3,4,3,2,2,1,1,4,4,3,2,2,2,3,3,1, ,1,1,4,4,4,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,3,2,3,2,3,2,3,4,4,4,4,4,4,4,3,4,3,1,1,2,1,1,1,1,2,1,4,1,1,1,1,1,3,1,1,1,3,5,3,4,2,1,3,2,1,4,2,2,1,1,1,3,4,1,12,1
37,4,1,1,2,55,4,4,3,4,2,2,2,2,3,2,3,3,3,3,1,3,3,4,4,4,4,4,4,3,3,2,1,2,3,4,4,4,2,2,2,4,2,2,2,2,2,1,1,1,1,2,1,1,1,2, ,2,2,4,4,5,4,4,3,3,2,3,1,1,2,2,2,3,2,3,3,1,2,3,3,3,2,1,3,2,1,1,1,1,1,2,1,2,2,3,2,3,1,2,3,2,3,3,5,3,4,2,2,2,3,2,3,1,1,2,2,2,3,3,2,2,4,6,3,3,1,1,3,3,6,4,2,2,2,3,3,3,3,1,12,1
38,4,1,1,2,51,4,2,2,3,2,2,1,1,1,1,1,4,1,1,1,3,2,3,2,2,4,3,3,3,2,2,1,3,4,4,3,4,2,3,4,4,3,2,2,1,2,1,1,1,1,1,1,2,5,4,2,2,2,2,3,3,4,2,2,1,1,1,1,2,3,3,3,3,4,4,2,1,1,2,2,3,2,1,3,1,1,3,2,3,1,3,3,4,2,3,2,3,1,1,1,1,1,1,5,3,5,5,5,1,2,1,2,1,2,2,3,2,4,1,2,2,4,7,2,2,2,2,3,3,8,2,5,2,1,98,3,2,3,1,1,1
39,4,1,1,2,50,4,4,3,5,2,2,2,2,2,2,2,4,1,2,1,2,3,3,4,2,4,4,4,3,2,1,1,3,4,2,2,4,3,3,4,3,3,2,2,1,2,1,1,1,1,1,1,2,4,2, ,2,2,3,3,5,2,2,2,3,1,1,1,2,3,3,3,3,4,4,4,4,2,2,2,2,2,1,3,1,1,1,1,1,1,2,3,4,3,3,3,3,1,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,2,2,3,4,8,2,3,2,3,3,4,1,3,2,2,2,98,1,4,3,1,10,1
40,4,1,1,2,30,2,3,3,5,4,2,2,2,2,2,1,2,1,1,3,3,4,5,5,5,5,5,5,3,2,1,5,2,3,2,1,4,3,2,3,3,3,2,2,2,2,1,2,2,2,1,1,2,2,4,2,4,3,3,3,2,2,1,3,2,2,3,2,2,1,1,3,3,3,3,2,2,2,2,3,2,2,1,3,4,1,2,2,2,1,2,3,3,3,3,3,3,1,1,1,2,2,3,1,1,1,1,2,2,2,1,2,2,1,2,3,3,3,3,2,2,3,5,2,4,4,2,2,2,4,3,6,1,3,98,3,3,3,3,3,1
41,4,1,1,2,32,2,2,2,3,3,2,2,1,1,2,1,3,1,1,3,2,2,3,3,3,3,3,2,3,1,1,2,2,4,3,2,4,4,4,4,4,4,2,2,1,2,1,1,1,1,1,1,3,4,3, ,3,2,2,2,2,2,2,3,3,1,1,1,3,2,2,2,2,5,5,5,3,1,2,2,4,1,1,2,1,1,2,2,2,1,2,3,3,3,3,3,3,2,2,2,2,2,1,1,3,3,1,1,1,2,2,4,1,2,2,2,2,2,1,3,2,2,8,3,1,4,5,2,2,4,2,5,2,3,2,2,3,3,1,12,1
42,4,1,1,2,37,2,1,2,4,2,2,2,2,2,1,2,2,1,1,1,2,3,3,4,3,4,4,5,3,3,1,2,3,3,2,3,4,2,2,3,4,2,2,1,2,2,1,1,2,1,2,1,3,2,3, ,3,2,3,3,2,2,1,3,2,1,2,1,1,2,2,3,2,3,3,3,3,1,2,3,3,2,1,4,1,1,1,1,1,3,2,3,2,3,3,3,3,1,1,1,1,1,3,2,5,3,2,5,2,2,1,1,1,2,2,2,2,3,1,1,2,4,4,2,4,4,2,3,2,2,3,5,2,3,2,3,3,3,3,4,1
43,4,1,1,2,39,2,1,2,3,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,3,4,4,3,3,2,2,2,2,3,2,3,2,3,3,4,3,2,2,1,2,1,1,2,1,2,2,2,3,2, ,2,2,2,3,2,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,1,2,2,3,2,1,3,1,1,2,2,1,1,3,4,4,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,1,2,2,2,3,2,2,3,3,7,2,2,2,3,3,3,5,2,5,2,2,98,3,4,5,2,4,1
44,4,1,1,2,33,2,4,3,6,4,2,4,3,3,2,2,3,2,1,3,3,3,5,5,5,5,5,5,3,2,1,3,4,3,4,1,4,3,3,4,4,3,2,2,1,2,1,1,1,3,2,1,3,4,3, ,4,4,1,3,1,5,4,5,4,4,4,1,2,1,1,3,2,4,4,2,2,2,2,2,4,1,1,3,1,1,1,1,1,1,2,1,3,3,3,2,3,1,1,1,1,1,2,1,1,3,1,1,2,2,1,1,1,1,1,3,3,3,1,1,2,4,6,3,4,2,2,2,2,8,3,5,2,2,2,2,3,3,1,4,1
45,4,1,1,2,33,2,1,2,3,2,2,2,2,3,2,2,2,2,2,1,1,3,4,4,4,4,4,4,2,2,1,2,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,1,3,4,1,3,3,3,3,3,3,2,1,1,1,2,1,1,1,2,2,2,4,4,3,3,2,3,2,3,2,1,3,1,1,3,3,4,1,2,1,1,2,3,2,2,1,1,2,2,3,3,2,2,3,2,3,2,2,1,1,1,1,1,3,1,3,2,1,2,4,7,3,3,1,2,3,3,2,3,3,1,2,98,4,3,4,2,4,1
46,4,1,1,2,35,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,3,2,2,2,2,2,2,2,2,1,2,1,1,1,3,3,2,4,2,1, ,1,1,4,4,4,1,1,5,1,1,5,4,1,1,1,1,2,5,5,5,5,1,1,1,4,2,3,1,1,2,2,2,2,3,3,3,3,4,4,4,4,3,4,4,4,4,1,1,1,4,1,5,1,4,1,1,1,1,1,1,1,4,2,1,1,2,1,3,5,4,3,2,2,4,4,2,2,3,99,3,3,4,2,4,1
47,4,1,1,1,49,3,1,2,2,3,2,2,2,2,2,2,3,2,2,1,3,4,5,5,4,4,4,4,1,1,2,1,3,2,2,3,4,2,2,4,4,2,2,2,2,2,1,1,1,1,1,1,3,1,4,1,3,2,3,3,2,2,2,2,4,2,2,1,2,2,2,2,2,4,4,4,4,1,2,2,2,2,1,4,1,1,3,2,2,1,2,3,3,3,3,3,3,1,1,1,1,1,1,2,2,4,2,2,2,2,1,2,1,1,2,2,2,4,1,2,3,4,5,3,2,3,3,3,3,1,1,2,2,3,2,3,3,3,1,13,1
