id,wara,siz,ara,sex,wage,age,Q2,Q3,Q4,a15,a16,a17,a18,Q5_1,Q5_5,Q5_2,Q5_3,Q5_9,Q5_6,Q6,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,a35,a36,Q11,Q12,a39,Q13,Q14,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a64,a65,Q18,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,a80,Q19_1,Q19_2,Q19_3,Q19_4,Q20,b07,b08,b09,b10,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25_1,Q25_2,Q25_3,Q25_4,Q26_1,Q26_2,Q26_3,Q26_4,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b54,b55,b56,b57,b58,Q27,b60,b61,job,mar,edc,rel,inc,b70,b71,b72,b73,wt
535,1,1,1,1,54,4,4,2,4,3,2,3,2,3,2,2,3,2,2,1,3,3,3,3,3,3,3,3,3,1,2,2,3,4,4,2,3,3,3,3,3,3,2,2,2,2,1,1,1,2,1,1,2,2,4,1,3,2,2,2,3,4,4,2,4,2,2,1,4,4,2,3,3,4,4,4,2,2,2,3,3,2,1,3,1,1,2,2,2,1,2,3,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,2,3,2,2,3,2,2,2,1,2,3,2,2,4,4,9,2,2,2,4,3,3,8,2,3,1,3,98,1,5,5,2,11,1
536,1,1,1,1,55,4,2,2,3,1,1,2,1,1,2,2,3,2,2,5,2,2,3,3,3,3,3,3,3,1,1,2,2,3,4,4,4,3,3,4,4,3,2,2,2,2,1,1,2,2,2,1,3,1,2, ,2,2,3,3,2,2,2,4,1,2,2,2,2,3,3,3,3,4,4,4,4,1,3,3,3,1,1,2,1,1,2,3,3,1,2,3,3,2,3,2,2,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,4,5,3,3,4,2,3,3,4,3,4,2,3,98,4,2,2,1,1,1
537,1,1,1,1,57,4,2,2,3,2,2,2,2,2,1,1,3,2,1,1,2,3,3,4,4,3,4,4,2,1,2,5,3,4,4,2,4,2,2,3,3,2,2,1,1,2,1,1,1,1,1,1,2,1,2, ,2,2,3,3,1,2,3,3,4,2,2,2,2,2,2,2,3,4,4,4,2,1,3,3,3,1,1,3,1,1,2,2,3,1,2,1,2,3,3,3,3,2,1,1,2,2,1,2,3,3,2,2,2,2,2,2,2,3,3,2,2,4,2,2,2,3,5,2,2,2,2,3,3,8,3,2,2,2,3,2,4,5,2,11,1
538,1,1,1,1,50,4,1,2,2,2,2,2,2,1,1,1,3,2,2,3,2,3,4,4,4,4,2,4,3,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,3, ,2,1,3,3,1,2,2,4,4,4,2,1,1,3,1,3,3,5,5,4,2,1,3,2,3,3,1,3,1,1,3,2,2,1,2,4,3,3,3,3,3,2,2,2,2,2,1,1,3,2,2,2,2,1,1,2,2,2,2,2,2,3,2,2,3,4,6,2,3,4,2,3,3,1,3,4,2,3,2,4,3,3,1,9,1
539,1,1,1,1,50,4,1,2,2,2,2,2,2,2,2,1,3,1,1,1,2,2,4,2,5,5,5,5,3,3,2,2,3,4,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,3, ,3,2,2,2,3,4,3,2,4,2,2,1,4,4,2,4,2,4,4,4,4,1,2,2,3,2,1,4,4,1,3,2,1,1,2,1,3,1,4,3,3,1,1,1,1,1,3,1,2,3,2,1,2,2,1,2,1,1,1,1,1,3,3,2,3,4,7,3,2,2,4,4,3,1,3,2,2,3,98,4,4,4,2,6,1
540,1,1,1,1,53,4,2,2,2,3,2,2,2,3,2,1,4,1,1,1,2,3,4,2,4,4,4,2,1,2,2,4,2,4,2,3,4,3,4,4,4,3,2,1,2,2,1,1,2,2,2,1,2,2,4,1,3,3,2,2,2,2,2,2,3,2,1,1,2,2,1,3,2,5,5,4,3,2,1,3,3,2,3,4,1,1,2,2,3,3,2,3,2,3,3,4,3,1,1,1,2,1,3,2,2,3,2,2,2,1,3,3,1,2,2,3,2,3,2,3,3,4,6,2,3,4,3,2,4,3,2,2,2,2,98,2,3,4,1,9,1
541,1,1,1,1,56,4,2,2,2,2,1,2,1,2,1,1,3,2,1,1,1,2,4,4,5,5,3,4,1,1,2,2,3,4,3,2,3,2,2,3,4,2,2,2,1,2,1,1,2,2,2,1,1,2,4,2,3,1,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,4,4,2,4,1,2,2,3,2,1,4,1,2,3,2,3,1,2,1,3,2,4,3,3,1,1,1,2,2,3,2,3,3,2,3,2,2,1,2,1,1,2,2,2,2,1,1,3,4,7,3,2,2,2,2,3,1,3,2,2,3,1,4,4,4,3,10,1
542,1,1,1,1,50,4,1,2,3,1,1,1,1,1,1,1,3,1,1,5,2,3,5,5,2,4,4,4,3,1,3,2,2,4,3,3,2,2,2,4,4,2,2,2,2,2,1,1,2,2,2,1,3,2,2, ,2,1,3,3,2,1,1,3,3,2,3,1,2,1,1,1,3,2,2,2,2,2,2,2,3,2,1,3,1,1,1,2,1,1,3,1,3,2,3,3,3,2,1,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,2,3,2,3,1,2,3,3,8,3,2,4,2,2,3,1,2,2,2,3,98,4,3,4,2,11,1
543,1,1,1,1,56,4,3,2,6,2,2,2,1,2,1,1,2,2,1,5,1,4,4,3,3,4,4,3,1,1,1,4,2,3,3,4,4,3,3,4,3,3,2,2,2,2,2,1,2,2,2,1,2,2,2, ,1,1,2,3,2,2,2,4,3,1,3,1,2,3,4,4,1,5,5,4,3,1,2,2,2,2,1,3,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,3,2,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,8,3,1,3,4,2,2,6,1,2,3,3,98,3,3,4,1,1,1
544,1,1,1,1,54,4,1,2,3,4,4,4,4,1,1,1,2,2,2,1,3,4,4,4,5,5,4,5,1,3,3,2,4,4,4,2,4,3,3,3,4,3,2,2,2,2,1,2,1,2,1,1,2,1,4,3,3,3,3,3,3,4,4,3,2,3,3,1,2,2,3,3,1,5,4,3,3,1,2,3,3,3,1,1,3,2,2,2,2,1,3,3,3,2,2,2,2,2,2,3,2,3,3,1,1,2,2,1,2,1,1,2,2,1,2,2,2,4,3,2,2,2,7,3,2,2,2,2,2,1,4,2,3,2,3,3,3,4,1,14,1
545,1,1,1,1,57,4,5,1,6,4,2,4,4,4,1,1,4,1,1,4,4,4,5,4,4,4,4,5,3,3,2,5,4,4,4,1,2,1,3,3,3,3,2,1,1,1,1,1,1,1,1,1,3,1,5,2,4,2,4,4,4,5,5,3,1,1,1,1,1,1,1,3,2,1,1,1,1,9,4,4,1,1,1,4,1,3,3,3,3,1,2,1,2,3,3,3,3,3,4,4,4,4,3,3,3,1,3,3,4,1,1,2,1,1,3,1,1,4,4,1,1,4,5,2,5,1,1,3,3,2,4,6,2,3,98,2,4,6,6,11,1
546,1,1,1,1,58,4,2,2,5,3,3,3,2,3,2,2,4,3,2,5,2,3,2,4,5,4,4,5,3,1,1,2,3,3,4,3,4,4,3,4,4,3,2,2,1,2,1,1,1,1,1,1,3,1,4,1,3,2,2,2,5,3,3,2,2,1,2,2,3,3,2,3,2,4,4,3,1,2,2,3,2,2,1,4,2,1,2,2,2,1,2,3,3,3,3,3,3,2,1,1,2,2,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,1,4,4,4,8,3,1,2,4,3,3,1,2,4,2,2,1,3,3,4,1,14,1
547,1,1,1,1,58,4,2,2,3,3,2,3,2,3,2,2,4,3,3,5,2,3,4,5,5,5,5,5,3,1,1,5,4,4,3,2,2,3,3,3,3,3,2,2,1,2,1,1,1,1,1,1,1,1,4,2,4,2,2,3,3,4,5,1,2,3,1,1,3,3,2,3,2,3,3,1,3,1,2,2,3,3,1,3,2,1,3,2,3,1,2,3,3,3,3,3,3,1,1,1,2,2,2,2,3,4,2,2,2,2,2,3,2,2,1,1,1,2,2,2,3,3,7,2,1,2,3,2,3,1,2,2,2,3,3,4,2,3,1,1,1
548,1,1,1,1,55,4,2,2,2,3,2,2,2,2,2,1,4,2,2,1,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,1,2,2,2,2,1,2,2,3, ,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,3,3,3,3,2,2,2,2,2,1,3,1,1,2,2,2,1,2,3,3,1,2,2,2,2,1,2,2,2,3,2,2,3,3,2,2,2,2,3,3,2,3,3,3,2,2,3,3,3,7,3,3,2,2,2,2,1,2,2,2,3,2,4,3,3,2,1,1
549,1,1,1,1,59,4,2,2,5,3,3,3,3,2,2,2,2,2,2,3,2,3,5,5,5,5,5,5,2,2,1,5,3,2,3,2,4,4,3,4,4,3,2,2,2,2,1,1,1,1,1,1,2,1,3, ,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,4,4,3,3,2,3,3,3,3,4,2,4,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,3,2,3,2,3,1,2,1,2,1,2,3,3,2,2,2,2,7,2,4,2,3,3,3,2,2,3,3,2,98,1,5,6,3,1,1
550,1,1,1,1,52,4,2,2,5,2,1,2,2,2,1,2,2,2,2,5,2,3,4,5,4,4,4,4,1,3,1,4,2,3,2,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,3,2,3, ,2,2,3,3,3,4,4,3,2,2,2,2,2,3,3,3,2,4,4,3,3,2,3,3,3,3,1,3,1,3,3,2,2,3,3,3,3,3,3,4,4,2,2,2,3,3,3,1,2,3,2,2,1,2,3,3,1,2,3,4,4,2,2,3,3,3,7,3,2,4,2,2,3,1,2,2,2,2,1,3,3,3,2,10,1
551,1,1,1,2,55,4,4,4,6,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,3,3,2,4,1,1,2,2,3,2,2,2,4,3,4,4,4,3,2,2,2,2,1,1,2,1,1,1,1,1,4,1,3,3,3,3,2,1,1,2,1,2,2,1,1,1,2,2,2,3,4,2,2,2,2,2,3,2,1,3,1,1,3,3,3,1,2,3,3,2,2,3,3,2,2,2,2,3,2,1,1,2,2,2,2,2,2,3,1,2,3,3,3,3,1,3,3,4,5,3,3,2,2,3,2,1,3,5,2,2,1,1,4,4,1,1,1
552,1,1,1,2,59,4,1,1,3,3,3,2,3,1,1,1,1,3,1,1,4,4,2,4,2,5,4,4,3,2,4,4,3,3,2,2,4,1,1,1,4,1,2,2,1,2,1,1,1,1,1,1,2,2,3, ,2,2,3,3,2,2,1,3,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,5,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,3,2,2,2,4,5,2,4,2,4,3,2,1,2,5,2,1,1,2,2,4,1,13,1
553,1,1,1,2,54,4,3,2,5,4,2,2,2,1,2,1,4,2,1,2,2,3,4,4,4,4,4,4,3,3,2,2,3,3,3,2,4,3,2,2,4,4,2,1,1,2,1,1,1,2,2,1,2,1,5,1,4,3,2,2,3,2,2,2,4,2,2,1,3,3,3,3,2,3,3,2,1,2,3,3,2,2,1,3,1,1,2,2,3,1,3,3,3,3,3,3,3,2,2,2,2,2,1,2,2,2,3,3,2,2,2,2,2,2,2,3,2,3,2,3,4,4,6,2,2,2,4,3,4,1,2,5,2,3,2,2,5,4,2,1,1
554,1,1,1,2,55,4,1,2,3,2,3,1,1,2,3,3,4,1,1,1,2,3,4,3,3,5,5,5,3,3,1,1,3,4,2,1,3,2,2,3,3,2,2,1,2,2,2,2,2,2,2,2,3,1,2, ,2,2,2,3,4,3,3,1,5,1,1,1,1,1,3,3,1,4,4,5,5,1,2,3,4,4,1,3,3,1,1,1,1,3,2,3,4,2,3,3,3,1,1,1,1,1,1,2,3,3,2,3,1,2,3,3,2,2,2,4,4,3,1,1,1,4,7,2,4,2,2,3,3,1,2,2,2,2,2,3,4,4,1,1,1
555,1,1,1,2,51,4,2,2,3,2,2,2,2,2,1,1,4,2,1,1,3,4,5,5,5,5,5,5,3,2,3,4,4,4,3,2,4,3,4,4,4,3,2,1,2,2,1,1,1,1,1,1,2,1,3, ,3,2,2,2,2,2,3,2,1,2,2,1,4,3,3,3,2,5,4,4,4,1,2,2,3,2,1,3,1,1,2,2,2,1,3,3,3,2,3,3,3,2,2,2,3,3,3,5,3,2,5,5,5,1,2,2,2,1,3,3,3,3,1,4,4,4,7,2,1,1,3,2,4,1,2,5,2,2,2,4,4,5,2,1,1
556,1,1,1,2,52,4,2,2,6,4,2,2,2,2,1,1,4,2,1,4,3,3,5,5,5,4,5,5,3,3,1,2,4,1,4,4,4,3,4,3,4,3,2,1,1,2,1,1,1,1,1,1,3,1,5,1,3,2,2,2,4,1,1,1,1,2,2,1,4,3,3,3,2,4,4,4,1,2,2,2,2,3,1,3,1,1,3,2,3,1,2,1,2,2,3,3,3,2,2,2,2,2,3,5,3,3,4,3,2,2,1,1,2,2,1,1,1,2,1,4,4,4,10,4,1,4,5,2,4,1,1,2,2,2,2,4,3,4,1,13,1
557,1,1,1,2,53,4,2,2,3,3,2,2,2,2,2,3,3,3,2,3,2,2,3,3,3,3,3,3,3,1,2,2,3,3,2,3,3,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,3, ,3,2,2,2,2,2,2,3,1,2,3,3,3,3,3,4,3,3,3,3,2,1,3,3,3,2,1,4,1,1,3,3,3,1,2,3,3,3,3,3,3,3,2,2,2,2,1,1,1,3,2,2,2,2,2,2,1,2,3,3,3,3,2,2,3,4,9,3,3,4,2,3,4,1,3,2,2,2,98,4,3,3,1,11,1
558,1,1,1,2,53,4,2,1,1,3,2,2,2,2,2,3,4,2,2,1,3,4,2,4,4,4,2,4,1,2,1,2,4,4,4,2,4,2,2,3,3,3,2,1,2,2,2,1,2,1,1,1,1,1,4,1,3,2,3,3,1,2,2,2,4,2,2,2,4,2,3,3,2,4,4,2,2,1,4,4,3,2,3,2,1,1,3,4,3,1,2,1,4,1,3,2,3,2,2,2,2,2,1,2,2,5,1,5,2,1,2,2,2,2,2,2,2,4,1,2,2,4,5,2,4,2,2,2,2,8,3,5,2,3,2,3,4,4,4,5,1
559,1,1,1,2,59,4,1,2,3,3,2,2,2,2,2,2,4,3,1,1,3,4,5,2,4,4,2,2,3,3,3,1,2,2,2,4,4,3,4,4,4,3,2,2,2,2,2,1,2,1,2,2,2,1,2, ,2,2,2,2,3,2,2,2,4,2,1,2,3,3,1,4,1,5,5,4,4,2,1,2,3,2,3,4,1,3,4,2,3,1,2,1,2,2,3,2,3,1,2,2,2,2,2,3,3,3,2,2,2,1,1,1,1,1,2,3,3,3,1,3,3,4,6,4,1,2,4,3,5,1,2,5,2,1,2,3,3,3,1,9,1
560,1,1,1,2,58,4,2,2,1,2,2,3,2,3,2,2,3,2,2,4,3,3,4,4,4,5,4,4,1,2,2,4,2,4,2,2,4,3,3,3,4,3,2,1,1,2,1,1,1,2,1,2,3,1,5,1,4,4,3,2,3,1,3,1,4,1,1,1,3,2,2,4,2,5,5,1,2,2,2,3,3,2,1,3,1,1,1,3,4,4,2,1,2,2,3,3,3,1,2,2,2,2,3,2,3,3,4,5,2,1,2,3,2,2,2,2,3,4,1,2,2,4,5,3,3,2,2,2,3,2,3,5,2,1,98,2,3,3,1,12,1
561,1,1,1,2,51,4,4,3,5,3,3,3,3,3,3,2,4,2,3,3,3,3,5,3,5,5,4,5,3,3,1,5,4,4,3,2,3,3,3,3,4,3,2,2,2,2,1,1,1,1,2,1,1,1,5,1,2,3,3,4,3,4,4,3,4,4,3,1,4,4,2,3,3,4,4,2,1,3,4,3,3,3,1,5,2,1,2,2,3,1,4,1,2,2,3,3,4,2,2,2,2,2,3,2,2,3,2,2,3,2,1,3,2,2,2,3,2,2,2,3,3,4,8,3,2,2,4,3,2,1,2,5,2,2,98,4,3,3,2,8,1
562,1,1,1,2,50,4,4,3,5,2,1,2,2,2,2,1,4,2,2,5,2,3,4,4,4,4,3,4,3,3,2,2,3,3,3,3,3,3,3,4,4,4,2,2,2,2,2,2,1,1,1,2,2,2,3, ,2,3,3,3,3,3,2,2,2,2,3,2,3,2,2,2,3,2,2,1,1,2,2,2,3,3,1,3,2,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,7,2,4,2,4,3,3,7,3,5,2,2,3,4,4,4,2,11,1
563,1,1,1,2,50,4,3,2,5,2,2,2,2,1,3,1,4,2,2,1,3,4,4,3,4,4,5,5,3,3,4,5,3,4,2,2,4,3,3,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,3, ,3,3,3,4,3,3,4,2,2,2,2,1,3,3,4,4,4,5,3,1,1,1,4,3,4,3,1,3,3,1,1,1,1,1,4,1,4,2,3,3,3,2,2,2,2,2,3,5,5,2,2,5,5,2,2,3,3,1,3,4,4,3,2,2,4,4,7,3,2,2,2,3,3,8,4,5,2,1,98,2,4,4,1,14,1
564,1,1,1,2,57,4,2,2,4,4,3,3,3,2,2,1,4,2,3,1,3,4,4,4,5,5,4,5,3,3,1,4,3,4,3,1,4,3,3,4,4,4,2,2,2,2,1,2,1,1,2,1,1,1,5,3,4,4,4,3,2,4,4,1,3,2,2,1,2,3,3,3,3,5,4,1,1,1,4,3,4,4,1,3,4,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,3,2,2,1,1,2,1,2,2,1,1,1,1,2,2,4,3,2,3,3,8,3,5,2,1,4,4,1,4,5,2,2,1,4,2,3,1,8,1
565,1,1,1,2,54,4,1,2,2,3,2,2,3,2,1,1,3,1,1,1,2,3,5,4,4,4,5,5,1,1,2,2,3,4,4,1,3,3,3,3,3,3,2,1,2,2,2,2,2,2,2,2,1,1,3, ,3,2,3,3,2,4,4,2,1,1,2,1,5,3,3,3,1,4,4,4,4,1,2,2,2,1,3,4,1,1,2,2,2,1,2,1,3,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,4,4,5,2,1,2,3,2,2,1,3,3,2,2,2,3,4,5,1,1,1
566,1,1,1,2,54,4,2,2,4,3,3,2,3,3,2,3,4,3,2,1,3,3,4,3,4,4,4,3,3,1,1,2,3,4,3,3,4,4,4,4,4,4,2,2,1,2,1,1,1,2,2,1,3,1,4,1,3,2,2,2,3,2,2,1,3,1,2,1,3,3,2,2,2,4,3,2,1,9,2,2,3,2,1,2,1,1,2,2,2,1,2,3,2,2,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,3,1,3,4,4,7,3,1,2,2,3,4,1,2,5,2,2,2,1,5,5,2,11,1
567,1,1,1,2,57,4,1,2,2,2,2,2,2,2,2,2,3,2,2,99,2,2,3,3,3,3,4,3,3,1,2,5,2,2,2,1,4,3,4,4,4,3,2,2,1,2,1,1,1,1,1,1,2,4,3, ,4,2,1,1,1,2,2,2,2,2,2,2,2,3,2,4,3,4,4,3,2,2,2,3,3,2,1,4,2,1,2,3,3,1,2,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,1,1,3,2,2,3,1,4,4,4,6,2,1,1,3,2,5,1,1,3,2,1,2,4,3,4,1,5,1
568,1,1,1,2,51,4,1,2,4,2,3,2,2,3,3,3,4,3,2,2,1,3,5,5,5,5,5,2,1,3,1,2,4,4,3,3,4,2,2,2,4,2,2,2,1,2,1,1,1,1,1,1,1,4,2, ,2,2,3,4,2,2,2,4,2,1,1,1,2,3,2,3,3,5,5,5,3,1,2,3,3,2,1,4,1,1,2,2,3,1,2,3,3,2,3,3,3,1,1,2,2,2,9,1,4,3,2,2,2,2,2,3,2,2,2,2,2,3,1,2,4,4,7,2,3,2,2,2,3,2,3,5,2,2,3,3,3,3,1,13,1
569,1,1,1,2,54,4,1,2,3,3,3,1,1,2,2,2,4,1,1,3,3,3,3,3,2,3,2,4,3,3,2,2,3,4,4,2,2,2,2,2,4,3,2,1,2,2,1,1,1,1,1,1,2,1,5,4,4,1,2,3,2,2,2,2,1,3,3,1,5,4,4,4,3,4,4,1,1,1,3,3,3,3,1,4,1,2,3,2,3,1,2,3,3,3,4,4,4,2,2,1,1,2,1,2,2,5,2,2,1,2,2,4,2,1,4,4,3,4,2,2,4,4,6,3,1,2,3,2,3,8,2,2,2,3,2,2,4,4,1,1,1
570,1,1,1,2,51,4,2,2,6,3,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,3,3,3,2,2,2,2,2,2,3,2,3,2,2,3,3,2,2,2,2,2,1,1,2,2,2,1,1,1,4,1,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,2,3,3,3,3,3,2,2,2,2,2,1,3,1,1,2,3,3,1,2,3,3,1,2,2,2,2,1,1,2,2,2,2,2,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,7,3,3,2,2,2,3,1,3,5,2,2,2,4,3,3,2,8,1
571,1,1,1,2,53,4,3,2,5,2,2,2,1,2,3,1,3,2,2,3,3,4,4,4,4,5,4,4,3,1,1,5,3,3,3,2,4,3,3,2,4,4,2,2,2,2,1,2,2,2,3,2,2,2,4,2,3,3,2,2,2,4,4,2,1,3,3,2,2,2,3,4,2,5,5,4,4,2,3,3,3,2,1,4,1,1,3,2,3,1,3,3,3,3,3,3,3,2,1,1,3,2,2,1,2,3,1,1,1,2,2,3,2,2,1,3,3,2,2,1,2,3,7,3,2,4,4,2,4,1,1,5,2,2,1,4,3,3,2,10,1
572,1,1,1,2,54,4,4,2,5,2,3,2,3,2,2,3,2,1,1,3,3,3,4,5,4,4,4,4,3,3,1,4,3,3,3,3,4,2,2,3,4,3,2,2,2,2,2,1,1,2,2,2,2,2,4,4,2,3,3,3,3,4,3,3,2,4,3,2,2,3,2,3,2,5,4,3,3,2,2,3,2,2,1,3,4,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,3,2,2,1,2,4,2,1,1,2,2,4,1,1,2,3,3,3,3,1,2,4,7,3,2,3,2,3,3,1,2,5,2,2,98,2,4,5,3,1,1
573,1,1,1,2,50,4,2,2,6,3,3,3,3,3,3,3,3,3,3,1,3,3,4,5,5,4,5,5,3,3,1,4,4,3,3,2,4,4,4,4,4,4,2,2,2,2,1,1,2,1,1,1,2,1,3, ,3,3,3,3,3,3,2,2,3,2,3,1,2,2,2,2,3,4,4,3,3,3,3,3,3,3,1,3,1,1,2,2,2,1,2,3,3,3,3,3,3,2,2,2,2,3,3,2,2,2,2,2,2,2,1,2,1,1,1,2,2,3,2,2,2,3,8,3,4,1,2,3,3,2,3,2,2,2,98,4,3,3,2,14,1
574,1,1,1,1,65,4,1,2,6,2,2,1,2,3,2,1,3,2,3,3,3,3,4,5,5,4,4,4,3,1,1,4,4,4,4,2,3,1,1,1,3,2,2,2,2,2,1,2,2,3,3,2,3,1,3, ,3,2,3,3,2,3,2,4,2,3,3,2,4,2,3,4,2,5,4,3,4,2,2,3,2,2,1,2,1,1,3,2,3,1,3,3,3,3,4,4,3,3,2,2,3,3,3,2,2,4,1,2,2,2,1,3,1,2,2,3,4,3,2,1,2,4,7,4,2,4,2,2,3,2,3,3,2,1,98,2,4,5,3,13,1
575,1,1,1,1,62,4,2,2,2,2,3,2,2,2,2,2,4,2,2,5,2,1,4,4,3,4,4,4,1,2,2,3,3,3,3,2,3,2,2,3,3,2,2,2,2,2,1,1,1,2,2,1,3,2,2, ,2,2,2,2,2,2,2,2,3,3,3,1,2,3,2,3,2,3,3,3,2,2,2,2,2,2,1,3,2,1,2,3,3,1,2,3,3,1,2,3,3,2,1,2,2,2,3,2,2,3,3,2,2,2,2,3,3,2,3,3,3,2,2,3,3,3,8,3,3,2,2,2,2,1,2,6,2,2,98,4,3,4,2,17,1
576,1,1,1,1,67,4,1,2,2,2,2,1,1,1,1,4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,3,4,4,4,4,4,2,2,2,2,2,1,2,3,3,3,1,2,1,1, ,1,1,3,4,1,2,2,2,2,1,4,3,1,2,5,5,1,5,5,5,5,1,4,1,4,1,1,3,1,1,3,2,1,1,2,3,3,3,3,2,4,1,2,2,2,2,3,1,1,1,1,1,1,1,2,2,2,1,2,3,2,2,1,2,3,3,5,4,4,3,1,3,3,1,2,6,2,1,2,1,4,5,1,12,1
577,1,1,1,1,62,4,2,2,5,3,3,2,2,3,2,3,3,3,2,2,3,3,5,4,4,4,4,5,2,1,1,4,4,4,4,2,4,3,3,3,3,2,1,2,1,2,1,1,2,2,1,1,2,4,5,1,4,3,3,3,4,2,2,1,2,2,2,1,3,3,1,3,3,4,2,1,1,9,2,3,3,2,1,3,1,1,2,2,3,1,2,1,3,3,3,3,3,1,1,1,2,2,9,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,4,4,4,8,4,1,1,2,2,3,1,2,6,2,2,98,2,2,3,1,1,1
578,1,1,1,1,65,4,2,2,4,3,2,2,2,2,2,2,4,3,3,1,3,3,4,4,5,5,4,4,3,3,2,2,3,3,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,5,1,3,3,3,3,3,3,2,1,1,2,2,2,3,2,2,2,3,3,3,2,2,3,3,3,3,3,1,3,2,1,3,3,3,1,3,3,3,2,3,3,3,2,2,2,2,2,3,2,2,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,3,4,7,3,4,2,4,3,3,8,3,6,2,1,98,1,4,5,2,11,1
579,1,1,1,1,60,4,1,2,2,1,1,1,1,1,3,2,4,2,3,5,2,2,2,4,1,3,2,2,3,3,3,2,2,3,2,2,3,1,4,4,3,3,2,2,2,2,2,2,1,2,2,2,3,2,2, ,2,2,3,3,1,1,1,3,2,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,3,3,3,2,1,1,1,3,3,3,2,3,2,3,3,4,3,1,2,2,2,2,1,1,2,4,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,6,2,3,4,3,2,1,2,3,2,2,3,99,2,3,4,2,12,1
580,1,1,1,1,60,4,2,2,3,2,1,2,2,1,1,2,2,2,2,1,2,2,3,3,3,3,2,2,1,1,2,2,2,3,2,3,3,3,2,3,3,3,2,2,1,2,1,1,2,2,2,1,3,2,2, ,2,2,3,3,2,2,2,4,2,2,3,2,2,2,2,3,3,4,4,3,3,2,2,3,3,2,1,4,1,2,3,2,2,1,2,3,3,3,3,3,3,1,2,2,3,3,3,2,2,3,2,2,2,2,2,2,1,2,2,2,3,3,2,2,2,4,8,3,4,4,2,2,3,1,3,4,2,3,98,4,2,3,1,4,1
581,1,1,1,1,64,4,1,2,2,3,4,4,4,3,1,1,3,3,2,4,3,3,4,3,2,4,4,4,3,3,3,4,3,4,4,2,3,3,3,4,4,3,2,1,1,2,1,1,1,1,1,1,3,1,5,1,3,3,2,3,2,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,2,2,2,3,2,3,2,1,1,3,3,3,1,3,3,3,2,3,3,3,2,2,2,2,3,1,2,2,2,2,2,2,2,1,3,1,1,1,3,1,3,2,2,2,4,5,2,2,1,2,2,2,1,1,2,2,3,98,2,4,5,2,1,1
